property_id,survey_number,area_sq_m,owner_name,tax_due,last_paid,assessment_year
TAX-623-5976,,15586.36,Vadivellu,5643.58,2026-08-09,2026
TAX-623-3573,T-819/1D,6550.78,Rajendiran,2484.07,2026-04-28,2026
TAX-623-7582,SF/744/8,9036.06,Susila,792.14,2026-08-15,2026
TAX-623-7442,RS/632/5C,4136.05,Malati,266.7,2026-09-06,2026
TAX-623-4732,SF/730/7,5222.27,Raaman,1814.48,2026-05-12,2026
TAX-623-7187,SF/862/5D,19477.97,Jayaram,24904.94,2025-09-03,2026
TAX-623-8057,T-415/4,32523.68,Vellu,14444.28,2025-12-19,2026
TAX-623-8478,T-751/5,8521.13,Sanmugam,0.0,2026-05-28,2026
TAX-623-9301,T-144/8,23345.84,Ramaswamy,5891.91,2025-12-29,2026
TAX-623-4367,SF/531/6A,15185.65,Aiyanar,83400.68,2026-09-09,2026
TAX-623-7519,T-670/2B,6482.51,Aarumugam,2308.4,2025-12-22,2026
TAX-623-8042,T-7/9,16281.63,Jayaram,1957.06,2026-08-02,2026
TAX-623-2742,,27925.84,Kumaar,2187.66,2026-06-10,2026
TAX-623-5974,,10142.38,Kumaar,3352.37,2026-01-03,2026
TAX-623-8050,T-982/7B,30601.02,Shiva,10499.92,2026-08-23,2026
TAX-623-9327,,2123.09,Manee,0.0,2026-08-28,2026
TAX-623-8207,RS/611/2,18093.26,Kumaar,80280.03,2025-10-26,2026
TAX-623-4182,SF/182/8B,11287.1,Thankaraj,5540.82,2026-07-28,2026
TAX-623-7606,T-665/7B,8889.3,Susila,2476.51,2025-08-21,2026
TAX-623-4756,RS/604/2A,10721.19,Aiyanar,17309.94,2026-08-12,2026
TAX-623-3771,T-8/7C,2256.41,Vadivellu,732.21,2026-01-14,2026
TAX-623-8538,T-434/6B,8143.03,Elangovan,2631.32,2026-05-10,2026
TAX-623-3315,,14555.14,Aiyanar,22436.52,2026-07-28,2026
TAX-623-8936,T-973/3,34780.46,Paandi,4877.23,2025-12-05,2026
TAX-623-1632,SF/824/2D,7188.64,Shiva,3100.53,2026-09-06,2026
TAX-623-5314,RS/954/7B,5148.04,Manee,2373.18,2026-01-05,2026
TAX-623-9081,SF/207/9,6506.2,Venkata,0.0,2025-10-16,2026
TAX-623-7150,,21510.71,Murughan,5929.4,2025-11-24,2026
TAX-623-4093,,15637.68,Rajeswary,92548.8,2026-06-27,2026
TAX-623-1245,T-833/5C,7285.22,Rajendiran,450.83,2026-05-10,2026
TAX-623-3764,,15663.73,Muthukumaar,3227.82,2026-03-29,2026
TAX-623-3276,RS/255/5,13867.32,Baala,0.0,2026-03-11,2026
TAX-623-7084,RS/188/4A,20831.75,Kalaivaani,7020.54,2026-04-16,2026
TAX-623-9778,SF/798/2,2905.77,Palani,394.28,2026-04-18,2026
TAX-623-4362,RS/381/6A,7147.46,Vadivellu,23524.83,2026-03-18,2026
TAX-623-1700,RS/228/3,4271.02,Aandaal,1520.22,2025-12-17,2026
TAX-623-4482,T-531/8,990.88,Venkata,0.0,2025-11-08,2026
TAX-623-3211,T-270/4,4067.84,Ramaswamy,1666.64,2026-07-18,2026
TAX-623-2615,RS/462/3B,2436.08,Sanmugam,850.81,2026-05-08,2026
TAX-623-2043,RS/201/3D,2324.5,Palani,128.81,2026-07-07,2026
TAX-623-8881,RS/805/8,5261.47,Anbalagan,89817.4,2026-06-29,2026
TAX-623-8288,T-99/8C,7816.27,Malati,1676.56,2025-10-03,2026
TAX-623-2406,RS/364/6C,6978.53,Sundhar,992.55,2026-08-01,2026
TAX-623-5165,SF/656/6A,2331.59,Muthukumaar,450.41,2026-05-09,2026
TAX-623-8771,,3198.97,Saravannan,0.0,2026-06-04,2026
TAX-623-2422,SF/746/4C,4740.16,Elangovan,520.51,2026-01-07,2026
TAX-623-5388,T-56/1D,7670.51,Chelvam,27784.32,2026-03-12,2026
TAX-623-5411,RS/235/4C,2844.35,Chandraa,1188.94,2026-01-08,2026
TAX-623-6454,T-958/5B,3099.45,Susila,1136.52,2026-01-15,2026
TAX-623-7983,RS/537/9,1578.87,Anbalagan,6728.18,2026-01-15,2026
TAX-623-7979,SF/1/9D,1735.45,Thankaraj,741.23,2026-03-02,2026
TAX-623-5811,RS/10/7D,7106.66,Karuppaswamy,1612.53,2026-04-12,2026
TAX-623-1216,SF/733/7D,10558.72,Subramanee,4223.52,2026-02-16,2026
TAX-623-2421,RS/292/9D,3272.45,Ramaswamy,1541.71,2026-04-21,2026
TAX-623-1991,T-638/8,7035.0,Ponnamaal,2928.79,2026-07-30,2026
TAX-623-1056,RS/745/1,5327.46,Dhinesh,0.0,2026-04-16,2026
TAX-623-9694,T-811/1,2408.96,Karuppaswamy,1170.91,2026-08-25,2026
TAX-623-8002,RS/837/7D,4601.32,Vadivellu,387.71,2025-11-13,2026
TAX-623-5928,SF/472/2B,11868.63,Palani,72617.52,2025-11-15,2026
TAX-623-6642,SF/885/4,4948.6,Kumaar,1003.35,2026-02-03,2026
TAX-623-6210,RS/705/3,14768.8,Velusamy,3017.88,2025-12-30,2026
TAX-623-7926,,1024.87,Anbalagan,190.25,2025-12-29,2026
TAX-623-4254,,5162.86,Aroon,2323.97,2025-12-30,2026
TAX-623-8204,RS/332/8,4104.77,Aroon,576.04,2026-06-20,2026
TAX-623-5450,T-376/8,2726.76,Marimutthu,0.0,2026-03-13,2026
TAX-623-2370,RS/195/9C,4541.59,Sanmugam,26123.31,2026-03-14,2026
TAX-623-8646,SF/45/3,527.53,Paandi,227.99,2026-03-27,2026
TAX-623-3317,T-719/5,3295.92,Nagrajan,363.14,2026-05-19,2026
TAX-623-5274,RS/814/1D,4952.75,Karuppaswamy,1561.04,2025-11-06,2026
TAX-623-8965,SF/198/9C,13737.88,Malati,63720.05,2026-04-30,2026
TAX-623-1267,SF/171/3B,2771.61,Chelvam,786.69,2026-05-28,2026
TAX-623-9439,RS/624/4B,1955.86,Jayaram,353.04,2026-04-24,2026
TAX-623-9528,SF/531/3,2172.79,Marimutthu,373.77,2026-02-12,2026
TAX-623-6814,T-585/3,9397.7,Surase,709.79,2025-11-16,2026
TAX-623-3146,SF/585/7B,6142.53,Saravannan,2366.99,2026-06-18,2026
TAX-623-9405,T-391/2D,2405.94,Tamizhelvan,6058.29,2026-05-17,2026
TAX-623-2843,T-797/7,4338.05,Paandi,1160.47,2025-08-29,2026
TAX-623-1129,T-403/8D,3782.15,Saravannan,874.19,2025-12-03,2026
TAX-623-1401,T-764/1B,8520.88,Kannen,2535.01,2026-05-20,2026
TAX-623-2842,T-631/9,7154.9,Kamachi,3091.96,2025-11-05,2026
TAX-623-2042,T-672/1D,21165.28,Paandi,9456.51,2025-12-04,2026
TAX-623-2294,SF/972/3D,11413.02,Raajaa,3694.61,2025-09-19,2026
TAX-623-7238,T-769/5B,3287.73,Aiyanar,1339.24,2026-04-21,2026
TAX-623-9724,SF/809/5,10210.97,Annamaa,1517.85,2025-10-01,2026
TAX-623-9960,T-727/2,6423.22,Sanmugam,1077.0,2026-03-23,2026
TAX-623-3490,SF/254/9,6247.65,Subramanee,2510.44,2025-10-14,2026
TAX-623-2842,RS/832/1C,11959.5,Anbalagan,3265.42,2025-09-06,2026
TAX-623-3939,T-894/4A,22753.06,Surase,0.0,2025-10-21,2026
TAX-623-1303,T-932/3A,17801.77,Vadivellu,0.0,2026-02-27,2026
TAX-623-9923,RS/902/7A,4533.32,Baala,1466.28,2026-01-19,2026
TAX-623-7515,SF/190/1D,6743.2,Raajaa,45761.86,2025-10-29,2026
TAX-623-2490,SF/705/8,10529.26,Saravannan,601.76,2026-03-14,2026
TAX-623-2533,SF/232/1A,19072.27,Karuppaswamy,97913.14,2025-09-15,2026
TAX-623-4637,SF/950/8D,6687.21,Aroon,1207.39,2025-11-03,2026
TAX-623-4411,T-609/9B,6430.25,Murughan,0.0,2026-08-19,2026
TAX-623-9162,T-551/7C,3391.6,Murughan,1635.34,2026-04-24,2026
TAX-623-6589,T-926/3A,2600.99,Marimutthu,2790.26,2026-06-23,2026
TAX-623-5217,RS/462/1,17566.85,Vadivellu,27934.81,2025-12-27,2026
TAX-623-5201,SF/117/8C,26086.21,Kalaivaani,0.0,2026-07-13,2026
TAX-623-4101,T-884/3,10260.2,Kumaar,3000.03,2026-09-07,2026
TAX-623-3021,,18743.75,Marimutthu,46989.69,2026-05-11,2026
TAX-623-9079,SF/223/8A,11992.55,Raaman,4791.53,2026-09-12,2026
TAX-623-4841,SF/51/3,4295.72,Ramaswamy,762.4,2026-02-25,2026
TAX-623-5741,SF/112/7,12148.48,Balasubramaniam,4836.65,2026-06-17,2026
TAX-623-1753,SF/787/5,30511.76,Subramanee,187142.8,2025-11-02,2026
TAX-623-7068,T-881/5,5712.95,Dhinesh,2125.75,2026-01-16,2026
TAX-623-7500,SF/496/5A,29653.16,Pathmaa,95121.56,2026-01-18,2026
TAX-623-5311,SF/2/2,1637.43,Kannen,661.23,2025-12-17,2026
TAX-623-9607,RS/574/4,12726.75,Thankaraj,66809.41,2025-11-18,2026
TAX-623-3293,SF/703/6,9742.31,Subramanee,4575.61,2025-11-28,2026
TAX-623-9078,SF/494/3C,7545.38,Gopee,0.0,2026-08-25,2026
TAX-623-9326,,9254.01,Shiva,0.0,2025-09-03,2026
TAX-623-1056,T-548/3B,1375.15,Jayaram,5138.27,2026-05-30,2026
TAX-623-7766,,7572.81,Baala,2096.84,2025-10-29,2026
TAX-623-5281,RS/927/9,7989.59,Parvati,3255.05,2026-08-03,2026
TAX-623-2351,T-693/3,27931.56,Raajaa,97477.89,2025-09-20,2026
TAX-623-5155,SF/342/8,5685.4,Sarasvati,28224.95,2026-09-09,2026
TAX-623-3086,SF/198/5,5077.65,Anbalagan,40468.28,2026-08-17,2026
TAX-623-4699,T-527/2,4554.11,Paandi,25194.23,2026-06-03,2026
TAX-623-8070,T-52/2A,17312.59,Tamizhelvan,7713.1,2026-04-01,2026
TAX-623-5319,RS/838/4C,9775.89,Marimutthu,4025.95,2026-09-02,2026
TAX-623-3456,RS/238/4,5645.35,Tamizhelvan,2227.7,2026-03-17,2026
TAX-623-5351,RS/500/1,13440.41,Gopee,0.0,2026-01-22,2026
TAX-623-3048,SF/416/2,7962.84,Balasubramaniam,3966.56,2026-03-05,2026
TAX-623-5636,SF/998/8A,19963.0,Palani,3849.29,2026-06-07,2026
TAX-623-8341,T-242/3C,2909.15,Tamizhelvan,3447.48,2026-02-10,2026
TAX-623-9828,SF/613/2C,9516.29,Jayalaxmi,64836.06,2026-02-19,2026
TAX-623-1582,T-925/1D,5117.41,Manee,757.92,2025-12-18,2026
TAX-623-9960,RS/584/5A,1929.68,Aroon,783.43,2026-06-11,2026
TAX-623-5455,RS/64/6B,5185.16,Chinnaswamy,0.0,2025-08-22,2026
TAX-623-1635,,2721.01,Rajeswary,164.39,2026-05-23,2026
TAX-623-3692,SF/138/1,2043.06,Dhinesh,0.0,2026-05-22,2026
TAX-623-4688,,5691.77,Kannen,0.0,2026-02-01,2026
TAX-623-1019,T-511/4C,9543.88,Venkata,2815.49,2026-09-06,2026
TAX-623-9689,SF/595/8C,7087.89,Tamizhelvan,1396.1,2026-03-28,2026
TAX-623-1713,,1924.33,Surase,291.18,2026-08-08,2026
TAX-623-9735,RS/588/6A,3137.82,Raaman,1334.49,2026-09-12,2026
TAX-623-1801,T-267/1C,4997.37,Balasubramaniam,905.7,2026-08-27,2026
TAX-623-1402,RS/282/5,8260.74,Ramaswamy,963.97,2026-05-24,2026
TAX-623-6237,T-883/1,2891.32,Sanmugam,0.0,2026-03-07,2026
TAX-623-1700,SF/592/6,4792.51,Thankaraj,346.89,2026-05-13,2026
TAX-623-3250,T-240/7C,1818.84,Maheash,820.16,2025-12-06,2026
TAX-623-4323,,1397.01,Manimagalai,98.21,2025-10-20,2026
TAX-623-6405,T-768/4C,7740.95,Surase,3808.18,2025-10-27,2026
TAX-623-7030,T-107/8,11655.9,Baala,5153.55,2025-10-31,2026
TAX-623-4503,SF/974/2C,4406.98,Jayalaxmi,1752.52,2025-12-20,2026
TAX-623-1020,SF/713/3,7745.73,Kalairasan,1747.95,2026-01-31,2026
TAX-623-3524,RS/264/3D,5541.52,Periyaswamy,1539.71,2025-08-31,2026
TAX-623-3563,SF/504/4B,1855.38,Vasanta,845.42,2025-12-24,2026
TAX-623-5009,T-266/2,5114.72,Ramaswamy,1671.21,2025-08-27,2026
TAX-623-7587,SF/681/7,12990.22,Raajaa,5875.53,2025-10-20,2026
TAX-623-2011,T-800/2B,2462.79,Karuppaswamy,283.26,2026-06-16,2026
TAX-623-6570,T-93/6B,14874.4,Sita,73177.64,2026-07-19,2026
TAX-623-4690,,567.16,Aroon,0.0,2026-01-04,2026
TAX-623-3372,T-245/8A,7372.42,Murughan,0.0,2026-06-16,2026
TAX-623-9403,SF/348/1,5016.09,Marimutthu,292.13,2026-03-16,2026
TAX-623-1019,SF/948/2,3305.77,Muthukumaar,457.39,2026-03-05,2026
TAX-623-1464,T-66/2,4161.48,Palani,1670.28,2026-03-21,2026
TAX-623-7634,SF/783/1B,606.39,Velusamy,239.64,2026-03-07,2026
TAX-623-4771,T-628/7D,3184.51,Sanmugam,338.76,2026-04-20,2026
TAX-623-9771,RS/711/8C,5930.55,Kalairasan,2906.26,2026-02-11,2026
TAX-623-2230,T-185/8B,9445.36,Venkata,3825.91,2026-03-11,2026
TAX-623-7901,,2219.91,Sumati,17178.03,2026-09-01,2026
TAX-623-6628,RS/181/3C,1827.31,Surase,617.08,2026-03-01,2026
TAX-623-5536,RS/45/2C,2440.07,Ramaswamy,352.02,2026-09-01,2026
TAX-623-2956,,7130.39,Vellu,2691.35,2025-10-29,2026
TAX-623-9044,SF/483/8,4356.48,Chelvam,696.87,2025-09-05,2026
TAX-623-4259,T-368/5,2623.86,Kannen,0.0,2026-05-06,2026
TAX-623-2881,RS/226/5B,6097.56,Ponnamaal,1566.7,2026-03-10,2026
TAX-623-3764,RS/15/7C,3303.9,Subramanee,0.0,2026-03-28,2026
TAX-623-3611,RS/46/1A,8781.73,Raajaa,3579.79,2026-06-28,2026
TAX-623-6463,,2299.38,Chelvam,931.21,2026-06-10,2026
TAX-623-8718,RS/166/8D,9020.15,Manee,2587.87,2025-12-08,2026
TAX-623-2197,RS/642/8C,4219.11,Kamalaa,0.0,2025-09-12,2026
TAX-623-7061,SF/807/2B,1111.15,Murughan,273.8,2025-11-28,2026
TAX-623-4115,T-727/4,3971.89,Shiva,1134.38,2026-08-23,2026
TAX-623-7996,,3217.53,Elangovan,297.11,2026-06-06,2026
TAX-623-8671,T-850/2A,2469.52,Mahalaxmi,4959.47,2025-08-27,2026
TAX-623-5557,SF/83/7,7540.5,Vellu,3692.67,2026-08-15,2026
TAX-623-5828,T-975/1,11064.24,Karuppaswamy,3479.51,2025-12-29,2026
TAX-623-1690,SF/23/4D,7575.46,Kalairasan,0.0,2026-01-23,2026
TAX-623-5364,T-543/9A,2248.95,Baala,887.91,2025-08-28,2026
TAX-623-9866,SF/152/6,2721.91,Saravannan,0.0,2026-05-07,2026
TAX-623-3140,,4603.56,Venkata,0.0,2025-12-05,2026
TAX-623-5083,T-999/3B,9145.22,Jayaram,608.18,2025-11-07,2026
TAX-623-4274,SF/994/9B,2724.81,Muthukumaar,884.67,2026-07-10,2026
TAX-623-4604,T-747/8,3317.4,Tamizhelvan,287.22,2026-04-30,2026
TAX-623-6027,SF/457/6,1658.5,Maheash,0.0,2025-12-30,2026
TAX-623-2338,T-870/8C,1440.08,Surase,461.45,2026-08-10,2026
TAX-623-7815,T-370/7,6694.08,Balasubramaniam,3206.29,2025-12-10,2026
TAX-623-1967,T-90/4C,12432.27,Maheash,5985.3,2026-02-01,2026
TAX-623-1474,SF/856/2,4384.87,Periyaswamy,1803.36,2026-05-20,2026
TAX-623-3724,T-774/3,7925.99,Annamaa,0.0,2026-07-04,2026
TAX-623-5091,T-475/4,5354.92,Elangovan,2550.96,2025-11-22,2026
TAX-623-1409,RS/184/8C,2189.78,Paandi,365.6,2026-04-30,2026
TAX-623-3360,RS/580/7D,4393.65,Balasubramaniam,32644.47,2026-07-18,2026
TAX-623-8479,,15879.13,Tamizhelvan,0.0,2026-06-17,2026
TAX-623-1970,SF/557/6D,4073.51,Dhinesh,284.33,2025-12-31,2026
TAX-623-8156,RS/844/3,12356.0,Sanmugam,78652.06,2025-10-29,2026
TAX-623-4099,T-227/4D,759.64,Kumaar,3025.96,2025-09-04,2026
TAX-623-5768,SF/428/8,7343.42,Subramanee,0.0,2026-08-01,2026
TAX-623-1326,T-782/6,3748.29,Kannen,297.47,2026-06-30,2026
TAX-623-1011,SF/215/3,3112.15,Raajaa,29348.29,2026-06-15,2026
TAX-623-5157,SF/813/9B,4106.93,Periyaswamy,1688.37,2026-04-22,2026
TAX-623-9609,SF/602/4,554.47,Chelvam,199.7,2026-05-19,2026
TAX-623-8022,SF/518/2,3429.39,Elangovan,203.69,2025-09-15,2026
TAX-623-8090,T-487/6C,5367.34,Kumaar,523.15,2025-10-07,2026
TAX-623-2282,SF/418/2D,13173.6,Nagrajan,0.0,2025-08-19,2026
TAX-623-6097,SF/336/8,2391.46,Dhinesh,287.42,2026-05-02,2026
TAX-623-4267,RS/962/6,1271.39,Saravannan,2581.76,2025-12-03,2026
TAX-623-1058,RS/712/2C,2789.14,Manee,16300.15,2026-03-08,2026
TAX-623-3566,T-608/5D,7400.16,Balasubramaniam,1683.29,2025-11-10,2026
TAX-623-6261,RS/151/8,3693.04,Velusamy,1093.17,2025-12-25,2026
TAX-623-6912,,1935.2,Pathmaa,186.81,2026-03-04,2026
TAX-623-3795,T-19/1A,5762.27,Karuppaswamy,15987.4,2026-01-25,2026
TAX-623-9471,,3614.25,Murughan,306.22,2026-09-05,2026
TAX-623-3034,RS/507/7B,9091.78,Vadivellu,2473.86,2025-10-21,2026
TAX-623-4484,T-598/1D,3392.07,Kannen,971.8,2025-10-30,2026
TAX-623-2620,SF/241/5B,16546.28,Jayaram,2305.82,2025-12-13,2026
TAX-623-6590,T-885/7B,9124.6,Vadivellu,0.0,2026-03-25,2026
TAX-623-1667,RS/587/2D,1913.33,Kalaivaani,608.5,2026-06-17,2026
TAX-623-4061,RS/993/7,9032.49,Gopee,1044.77,2026-01-08,2026
TAX-623-7682,T-761/2C,4917.29,Dhinesh,9205.6,2025-09-08,2026
TAX-623-4973,SF/668/5B,4049.83,Aiyanar,906.0,2026-05-15,2026
TAX-623-9566,T-185/1C,9407.4,Ramaswamy,2110.94,2025-09-18,2026
TAX-623-2518,T-829/7B,16150.18,Muthukumaar,7923.96,2026-03-08,2026
TAX-623-6140,RS/881/2C,14544.7,Maheash,749.67,2026-07-29,2026
TAX-623-4970,,3421.65,Balasubramaniam,23992.0,2025-11-30,2026
TAX-623-7618,SF/280/3,5758.9,Kalairasan,1557.11,2025-08-22,2026
TAX-623-4542,SF/322/5D,8284.77,Karuppaswamy,12382.75,2025-10-19,2026
TAX-623-7793,T-513/2B,14123.47,Velusamy,0.0,2026-02-13,2026
TAX-623-2944,RS/338/7D,4559.67,Manee,5428.78,2025-12-15,2026
TAX-623-4797,T-58/8B,5596.92,Surase,1867.7,2026-05-17,2026
TAX-623-5716,RS/487/6D,2648.11,Surase,798.04,2025-09-06,2026
TAX-623-8660,T-246/5B,2987.14,Shiva,0.0,2026-07-31,2026
TAX-623-1948,SF/305/4D,9345.33,Vadivellu,44335.47,2026-02-13,2026
TAX-623-5006,RS/755/7D,18690.51,Thankaraj,5080.55,2025-08-18,2026
TAX-623-4835,RS/617/9C,6928.9,Tamizhelvi,0.0,2025-08-24,2026
TAX-623-9570,,14130.38,Marimutthu,17699.81,2025-11-30,2026
TAX-623-3428,T-703/7D,8468.35,Kalairasan,3282.09,2026-07-16,2026
TAX-623-4109,RS/204/2A,3813.23,Annamaa,0.0,2026-07-04,2026
TAX-623-6927,SF/998/8,8171.76,Sundhar,3242.19,2026-07-29,2026
TAX-623-6041,SF/970/2,22238.4,Raajaa,2295.01,2025-10-23,2026
TAX-623-8992,SF/969/5,6289.73,Paandi,0.0,2026-06-13,2026
TAX-623-3938,RS/185/7D,24941.37,Dhinesh,11875.75,2026-04-16,2026
TAX-623-1502,,807.0,Sanmugam,72.05,2026-07-17,2026
TAX-623-1817,RS/954/4A,12937.35,Periyaswamy,20844.36,2026-01-11,2026
TAX-623-6478,,7905.65,Murughan,0.0,2026-05-18,2026
TAX-623-6943,RS/120/6,4522.81,Kamalaa,1787.08,2025-10-19,2026
TAX-623-8284,RS/628/5B,7102.65,Periyaswamy,0.0,2026-06-16,2026
TAX-623-3324,,948.01,Raajaa,295.52,2026-03-17,2026
TAX-623-5787,SF/890/5,5412.59,Mahalaxmi,0.0,2025-09-03,2026
TAX-623-7211,T-786/3A,8877.96,Karthick,140768.97,2026-08-04,2026
TAX-623-3542,SF/404/6B,20399.93,Dhinesh,9298.44,2026-01-07,2026
TAX-623-1860,T-674/1,4567.38,Aiyanar,951.62,2026-09-05,2026
TAX-623-9763,SF/821/5,3580.58,Tamizhelvan,0.0,2026-01-29,2026
TAX-623-5054,RS/92/1D,4723.03,Tamizhelvi,304.65,2025-10-29,2026
TAX-623-6663,RS/754/5C,14760.67,Raajaa,6869.81,2026-06-12,2026
TAX-623-1425,RS/577/7,8853.63,Marimutthu,2045.22,2026-07-31,2026
TAX-623-2946,T-230/3A,5227.59,Murughan,1098.46,2026-03-19,2026
TAX-623-1287,SF/701/5D,9922.07,Manimagalai,2690.47,2026-03-11,2026
TAX-623-8221,RS/97/8C,5349.43,Chinnaswamy,607.41,2026-02-14,2026
TAX-623-5161,RS/184/3D,15220.56,Sundhar,7530.24,2026-06-16,2026
TAX-623-4302,T-828/5,571.07,Muthukumaar,0.0,2026-09-17,2026
TAX-623-9400,SF/445/9,3088.87,Balasubramaniam,958.07,2025-08-31,2026
TAX-623-9282,T-833/6C,1716.61,Balasubramaniam,840.0,2026-02-22,2026
TAX-623-6170,SF/713/4D,215.12,Laxmi,71.09,2025-12-20,2026
TAX-623-4255,RS/152/8A,1655.34,Vadivellu,652.09,2026-09-20,2026
TAX-623-9446,RS/53/6,612.6,Aiyanar,164.65,2026-04-14,2026
TAX-623-1161,,687.59,Elangovan,192.1,2026-08-07,2026
TAX-623-6544,T-66/5C,1872.41,Karuppaswamy,719.75,2026-01-11,2026
TAX-623-2171,RS/944/8,3046.98,Periyaswamy,680.38,2026-08-21,2026
TAX-623-2187,RS/819/3B,2486.37,Kalairasan,174.23,2026-04-24,2026
TAX-623-1622,RS/966/8,533.26,Kumaar,64.94,2026-02-19,2026
TAX-623-5936,T-33/2,964.82,Kumaar,0.0,2026-04-04,2026
TAX-623-2012,SF/789/9,1539.68,Gopee,741.95,2026-04-28,2026
TAX-623-9702,RS/986/2,2582.86,Sarasvati,0.0,2025-10-09,2026
TAX-623-6626,SF/892/4,698.01,Chinnaswamy,0.0,2025-08-29,2026
TAX-623-7100,RS/839/3,882.88,Chelvam,101.62,2025-09-18,2026
TAX-623-1463,RS/370/4,491.91,Aiyanar,54.72,2026-01-06,2026
TAX-623-9500,T-814/6,475.08,Thankaraj,1012.27,2026-03-05,2026
TAX-623-8640,SF/445/1A,2383.1,Kalaivaani,8193.11,2026-02-25,2026
TAX-623-4503,T-322/6,3061.06,Chandraa,271.1,2026-04-11,2026
TAX-623-3310,T-808/8C,1454.29,Kalairasan,711.9,2026-01-07,2026
TAX-623-6702,RS/219/2B,2439.42,Manee,972.68,2026-07-31,2026
TAX-623-8523,SF/853/5C,1439.95,Manimagalai,7229.34,2026-03-19,2026
TAX-623-8411,RS/587/1A,686.04,Chinnaswamy,3951.12,2025-11-29,2026
TAX-623-1762,T-240/6,1375.73,Anbalagan,2558.53,2026-04-12,2026
TAX-623-7406,RS/466/2,3608.83,Aarumugam,24585.43,2025-08-27,2026
TAX-623-9422,RS/694/9A,1134.59,Aiyanar,94.0,2026-09-08,2026
TAX-623-1221,RS/750/7D,4626.27,Periyaswamy,1592.24,2025-11-08,2026
TAX-623-1131,T-218/8A,117.67,Chinnaswamy,25.6,2025-09-29,2026
TAX-623-7612,RS/302/8,2560.8,Naagammal,874.21,2026-01-31,2026
TAX-623-2298,T-501/1,1597.29,Dhinesh,93.53,2026-01-06,2026
TAX-623-4001,RS/487/3D,1004.46,Marimutthu,346.72,2026-06-26,2026
TAX-623-1851,RS/348/9,1341.63,Baala,5498.43,2026-06-03,2026
TAX-623-3776,T-317/9C,259.38,Sundhar,1378.08,2025-10-23,2026
TAX-623-8918,SF/769/8B,1020.49,Shiva,259.55,2026-07-15,2026
TAX-623-2028,T-860/8,1646.25,Manimagalai,0.0,2025-11-07,2026
TAX-623-2237,RS/25/9,3908.35,Sundhar,673.71,2025-12-30,2026
TAX-623-9802,SF/315/7C,782.68,Venkata,0.0,2026-03-31,2026
TAX-623-1954,RS/915/6,807.29,Vaalli,325.15,2026-08-31,2026
TAX-623-7321,T-395/2,692.54,Elangovan,333.03,2026-03-07,2026
TAX-623-6160,RS/568/2,2666.82,Saravannan,1020.89,2025-11-19,2026
TAX-623-1971,SF/383/9,1658.04,Anbalagan,179.66,2026-05-25,2026
TAX-623-1862,RS/613/5D,924.25,Raaman,299.97,2026-06-26,2026
TAX-623-3740,T-577/2,1759.14,Dhinesh,0.0,2025-08-28,2026
TAX-623-8637,T-268/8,1309.97,Periyaswamy,0.0,2026-03-31,2026
TAX-623-5892,T-945/1B,2760.36,Sundhar,374.27,2026-04-24,2026
TAX-623-3016,SF/807/2B,756.85,Karuppaswamy,3307.47,2025-12-24,2026
TAX-623-9131,,2567.92,Nagrajan,13852.73,2026-06-10,2026
TAX-623-3869,SF/240/8,2046.88,Jayaram,817.01,2025-10-12,2026
TAX-623-8336,RS/583/9A,242.97,Vasanta,1505.1,2025-10-14,2026
TAX-623-8919,SF/903/9C,2370.73,Venkata,6409.23,2026-06-25,2026
TAX-623-8576,,1359.35,Vadivellu,9664.03,2026-09-09,2026
TAX-623-3515,RS/546/8,774.36,Pathmaa,57.21,2025-08-23,2026
TAX-623-5442,,2233.17,Pathmaa,280.02,2026-07-28,2026
TAX-623-3982,T-958/6D,2675.69,Naagammal,1330.31,2026-03-07,2026
TAX-623-5143,SF/795/8D,2980.13,Kalaivaani,614.6,2025-08-30,2026
TAX-623-5664,T-642/7,671.98,Nagrajan,112.58,2026-04-29,2026
TAX-623-4206,SF/465/7A,988.81,Ramaswamy,300.78,2026-09-13,2026
TAX-623-8128,T-198/2,1628.93,Sundhar,104.21,2026-07-19,2026
TAX-623-7502,RS/191/4,3459.32,Kannen,1492.88,2026-01-18,2026
TAX-623-9479,SF/151/8,1033.64,Jayaram,68.11,2026-04-17,2026
TAX-623-7993,T-880/1A,1192.16,Raajaa,0.0,2026-03-05,2026
TAX-623-2641,T-479/6D,495.5,Malati,163.88,2026-04-08,2026
TAX-623-9973,RS/225/1C,547.93,Muthukumaar,134.82,2025-09-18,2026
TAX-623-6056,,2217.75,Gopee,459.96,2026-08-17,2026
TAX-623-8307,T-935/6,3774.68,Rajeswary,1538.07,2026-02-23,2026
TAX-623-8423,SF/183/4,1222.43,Venkata,227.76,2026-05-23,2026
TAX-623-2591,RS/829/6C,2611.23,Chandraa,366.63,2026-01-27,2026
TAX-623-7795,SF/197/9A,1902.16,Vellu,14754.75,2025-09-25,2026
TAX-623-5693,T-302/3,905.75,Ramaswamy,77.12,2026-09-08,2026
TAX-623-9350,T-84/8D,1598.92,Elangovan,251.61,2025-11-24,2026
TAX-623-9621,T-712/8C,5264.62,Chinnaswamy,544.09,2025-11-24,2026
TAX-623-6185,,1509.23,Kalairasan,676.96,2026-05-03,2026
TAX-623-6971,SF/303/8B,3942.7,Rajendiran,1404.05,2026-08-25,2026
