doc_number,survey_number,registration_date,area_sqft,seller,buyer,sale_value
SRO/TN/70361,RS/207/3D,08/11/2022,32822.58,Omya Doshi,Murugan,196490.03
SRO/TN/42616,SF/806/9D,26/10/2021,68129.57,Samar Roy,Seetha,53873017.88
SRO/TN/39678,SF/805/5D,04/07/2023,50025.55,David Devi,Selvam,513214.42
SRO/TN/33990,RS/413/3B,26/09/2025,110788.41,Ekta Sridhar,Balasubramanian,716764.16
SRO/TN/40034,RS/838/5,08/08/2026,182177.93,Dipta Ghose,Pazhani,1329505.1
SRO/TN/52344,RS/793/6,28/06/2022,452752.24,Hema Pandya,Kannan,516044060.22
SRO/TN/36130,T-889/6D,04/06/2022,270781.73,Veda Handa,Thangaraj,2992967.08
SRO/TN/83374,SF/256/1A,21/07/2025,49862.8,Arya Misra,Arumugam,608882.43
SRO/TN/70965,T-32/4,27/12/2025,266235.92,Chameli Mani,Veluchami,2584292.67
SRO/TN/60076,T-851/2,02/04/2025,167903.39,Vrinda Nadig,Jeyaram,0.0
SRO/TN/12025,SF/886/1A,08/10/2023,103274.56,Ikshita Mahal,Saravanan,0.0
SRO/TN/62868,T-282/7A,17/09/2022,344390.33,Jairaj Raghavan,Mahesh,4757847.12
SRO/TN/96708,SF/524/6B,23/02/2026,454732.37,Hemani Dhingra,Ramasamy,3223034.68
SRO/TN/37806,RS/268/5,27/10/2021,503590.35,Brijesh Mani,Tamilselvi,18605555.63
SRO/TN/23638,RS/303/5A,29/12/2022,118057.38,Hiral Sathe,Balasubramanian,0.0
SRO/TN/44321,SF/861/9,29/11/2021,178061.71,Varenya Kala,Gopee,3083845.89
SRO/TN/33868,SF/763/5A,06/09/2024,273815.96,Anika Magar,Venkat,445551238.49
SRO/TN/89362,T-595/2A,12/02/2023,437614.21,Ikbal Khatri,Aiyanar,2220912.32
SRO/TN/80852,SF/206/6A,07/11/2025,142136.44,Chandresh Wali,Siva,0.0
SRO/TN/17319,RS/647/3,20/12/2023,206662.25,Viraj Ben,Venkat,0.0
SRO/TN/15190,T-440/7A,14/04/2024,88943.29,Odika Narayanan,Kumar,1723398.88
SRO/TN/49191,T-196/1C,17/06/2022,94013.3,Harish Devan,Raman,2721329.7
SRO/TN/57439,RS/972/5A,31/05/2026,411790.43,Nakul Ray,Selvam,1916585.57
SRO/TN/12546,RS/20/4,09/02/2022,630778.64,Vansha Iyengar,Gopi,12987694.35
SRO/TN/88557,SF/385/5D,11/04/2022,193193.81,Ekani Mangal,Shanmugam,632599285.17
SRO/TN/83097,RS/486/3,05/08/2023,469367.07,Gaurav Kata,Sundar,0.0
SRO/TN/19951,T-737/2,03/02/2026,289526.31,Parth Sahni,Suresh,3869625.75
SRO/TN/70219,T-420/5,22/08/2024,114956.62,Balhaar Ranganathan,Arumugam,936444.57
SRO/TN/18870,T-77/2,11/04/2022,306761.03,Quincy Mann,Raman,1556487.42
SRO/TN/62752,RS/369/6A,03/07/2026,688195.44,Aditya Misra,Vasantha,0.0
SRO/TN/42150,RS/979/5C,21/08/2024,212708.66,Gautami Mane,Kalaiarasan,189508639.41
SRO/TN/63334,RS/820/7C,28/10/2022,739802.63,Wakeeta Desai,Suresh,5698973.12
SRO/TN/12072,RS/186/7D,16/11/2022,54140.26,Anjali Hans,Kumar,748158.23
SRO/TN/36985,RS/671/6,12/05/2026,397295.23,Ganga Gaba,Kannan,1268082196.34
SRO/TN/85591,T-634/2A,03/11/2022,234338.5,Aarini Grewal,Gopi,282853644.12
SRO/TN/38939,T-870/8D,16/10/2025,166713.54,Geetika Merchant,Subramani,1558887.47
SRO/TN/79183,T-659/7A,29/05/2025,226422.94,Parth Ravi,Suresh,290926387.6
SRO/TN/56846,RS/764/1,23/12/2025,43101.99,Yutika Narang,Kanakammal,941673.77
SRO/TN/13155,RS/974/6,13/12/2022,161084.67,Nandini Chandran,Ramasamy,3360620.81
SRO/TN/68165,RS/734/8,07/01/2023,315207.79,Logan Sood,Balasubramaniam,0.0
SRO/TN/66357,T-109/1,01/08/2024,720845.47,Yuvraj Ahuja,Dinesh,17812844.53
SRO/TN/53181,RS/221/8D,09/12/2021,160177.81,Leela Keer,Arun,268274525.54
SRO/TN/39831,RS/675/9,16/02/2024,110604.56,Amara Narayan,Ilangovan,805425.03
SRO/TN/92299,SF/709/3C,09/11/2023,122738.92,Advay Lal,Ilangovan,68053443.05
SRO/TN/85856,T-781/4,22/04/2023,442121.16,Warinder Bhatia,Nagarajan,484760768.5
SRO/TN/46219,RS/729/9C,10/08/2023,295181.44,Udyati Mohanty,Jayalakshmi,3576597.88
SRO/TN/44730,T-331/2D,01/10/2022,136005.43,Nidra Thakkar,Kannen,133153360.87
SRO/TN/25580,RS/149/1C,19/07/2026,317874.97,Jacob Merchant,Vadivellu,6358910.35
SRO/TN/33306,T-889/9D,22/02/2026,243905.13,Timothy Kanda,Raja,299510765.31
SRO/TN/34033,RS/397/7D,25/05/2026,451936.98,Vanya Dua,Dinesh,7928560.08
SRO/TN/57477,RS/850/4C,04/11/2021,99973.17,Kashvi Sagar,Ramaswamy,1495338.56
SRO/TN/21776,T-77/3,19/09/2025,225388.64,Tejas Kota,Arun,187896390.17
SRO/TN/25276,T-77/3,18/10/2025,225388.64,Arun,Sanya Wable,246042652.54
SRO/TN/56834,SF/339/8C,24/03/2025,154423.86,Faras Choudhury,Kumar,3301615.23
SRO/TN/24968,RS/503/9,04/01/2023,23710.83,Yashasvi Jain,Anbalagan,0.0
SRO/TN/30560,RS/301/4D,16/10/2024,158918.54,Nitesh Narang,Chinnasamy,1218330.37
SRO/TN/17893,RS/301/4D,08/12/2024,158918.54,Chinnasamy,Jackson Jha,1794362.24
SRO/TN/28135,SF/982/1C,13/03/2023,87082.64,Gavin Uppal,Paandi,1141893.03
SRO/TN/63491,RS/527/9A,10/10/2023,71133.99,Christopher Setty,Dinesh,98826969.28
SRO/TN/72018,T-547/1C,14/05/2022,193519.85,Yochana Sagar,Meenachi,268828396.38
SRO/TN/75808,T-703/3,25/04/2026,253649.8,Dalbir Shere,Selvam,159704363.53
SRO/TN/75717,SF/933/5A,05/02/2022,227838.61,Anthony Randhawa,Subramani,1383962.92
SRO/TN/41523,T-65/1C,12/08/2022,48167.16,Aarush Kamdar,Vadivel,818194.06
SRO/TN/22762,RS/391/7D,24/05/2022,83820.96,Chakradev Sampath,Balasubramanian,1207774.61
SRO/TN/23083,SF/306/6,03/03/2023,135248.94,Devansh Bhasin,Vadivellu,2016597.37
SRO/TN/91310,RS/216/6,26/03/2026,234998.22,Urmi Balay,Vadivel,9094380.95
SRO/TN/29098,T-819/1D,18/08/2025,70511.94,Nilima Gole,Rajendiran,1396008.86
SRO/TN/40506,SF/744/8,13/02/2026,97263.25,Osha Prasad,Sushila,2032192.69
SRO/TN/22225,RS/632/5C,05/03/2024,44520.03,Saumya Purohit,Malathi,294475.13
SRO/TN/19839,SF/730/7,21/04/2022,56211.99,Faris Zacharia,Raman,450492.83
SRO/TN/85979,SF/862/5D,29/03/2023,209658.92,Ijaya Dani,Jayaram,347522886.04
SRO/TN/36979,T-415/4,05/06/2023,350081.64,Maya Wadhwa,Velu,6013006.75
SRO/TN/96782,T-751/5,18/05/2022,91720.59,Udant Aggarwal,Sanmugam,0.0
SRO/TN/74573,T-144/8,23/06/2022,251292.29,Chanchal Sheth,Ramasamy,5585427.64
SRO/TN/40349,SF/531/6A,06/12/2022,163456.82,Ladli Karpe,Ayyanar,242090737.96
SRO/TN/95804,T-670/2B,09/08/2024,69777.09,Triveni Pal,Arumugam,449910.46
SRO/TN/18257,T-7/9,14/12/2023,175253.84,Anya Gulati,Jeyaram,1032806.03
SRO/TN/64112,SF/677/4A,12/09/2022,356164.21,Azad Saini,Kumar,2081465.97
SRO/TN/59589,SF/250/1,02/06/2024,109171.56,Wridesh Jhaveri,Kumaar,625375.41
SRO/TN/61369,SF/250/1,13/06/2024,109171.56,Kumaar,Harrison Bandi,895536.73
SRO/TN/93988,T-982/7B,27/08/2025,392458.36,Chanakya Konda,Siva,6899520.21
SRO/TN/55936,SF/851/7B,11/09/2025,31512.07,Neelima Sarna,Mani,0.0
SRO/TN/34285,RS/611/2,06/10/2024,194754.04,Teerth Bhalla,Kumar,212893586.45
SRO/TN/47313,SF/182/8B,18/04/2023,121493.22,Yahvi Mann,Thangaraj,2786429.95
SRO/TN/27841,T-665/7B,16/05/2022,95683.54,Eiravati Nagi,Sushila,1153546.01
SRO/TN/64502,RS/604/2A,12/07/2024,115401.82,Chasmum Dhar,Ayyanar,151206412.76
SRO/TN/26675,T-8/7C,05/01/2026,24287.77,Odika Mital,Vadivel,503998.2
SRO/TN/77590,T-434/6B,23/11/2021,87650.76,Darsh Gill,Elangovan,1086307.76
SRO/TN/16924,T-496/5,29/07/2023,156670.07,Warhi Batta,Ayyanar,226149477.14
SRO/TN/11221,T-973/3,26/02/2024,374373.39,Lakshmi Vohra,Paandi,19588941.66
SRO/TN/75835,SF/824/2D,22/02/2023,77377.8,Omaja Rege,Siva,438315.4
SRO/TN/20607,RS/954/7B,05/08/2022,55412.99,Charita Puri,Mani,906799.1
SRO/TN/81426,SF/207/9,10/03/2024,70032.09,Urvashi Khosla,Venkata,0.0
SRO/TN/76874,RS/362/7A,06/02/2025,231539.13,Charita Dhawan,Murughan,1952088.44
SRO/TN/85099,T-357/6D,10/07/2023,138091.15,Dalbir Sachar,Rajeswary,187097168.33
SRO/TN/88093,T-833/5C,27/03/2025,78417.38,Krish Rama,Rajendiran,732984.32
SRO/TN/77691,SF/494/2,31/05/2023,168602.82,Aadhya Jani,Muthukumar,2812081.82
SRO/TN/86335,RS/255/5,04/01/2022,125064.89,Farhan Sengupta,Bala,0.0
SRO/TN/88881,RS/188/4A,02/07/2023,224230.87,George Wason,Kalaivani,1124992.97
SRO/TN/86384,SF/798/2,08/09/2024,31277.42,Charan Loyal,Pazhani,184297.75
SRO/TN/25876,RS/381/6A,06/12/2021,76934.54,Balveer Bora,Vadivellu,75311324.02
SRO/TN/45745,RS/228/3,24/02/2025,45972.83,Teerth Srinivas,Andal,633379.53
SRO/TN/39391,T-531/8,25/12/2025,10665.73,Gaurangi Mitter,Venkat,0.0
SRO/TN/46513,T-270/4,18/08/2025,43785.82,Siddharth Gupta,Ramasamy,282825.77
SRO/TN/99095,RS/462/3B,09/06/2024,26221.72,Varenya Kibe,Shanmugam,566732.58
SRO/TN/11394,RS/201/3D,07/11/2021,25020.69,Mekhala Khatri,Pazhani,569435.83
SRO/TN/98779,RS/805/8,21/08/2022,56633.94,Barkha Rai,Anbazhagan,161554858.4
SRO/TN/48474,T-99/8C,04/01/2024,84133.55,Jagrati Morar,Malathi,1576670.87
SRO/TN/93583,RS/364/6C,13/04/2022,75116.2,Jagvi Varghese,Sundhar,803098.89
SRO/TN/62619,SF/656/6A,25/11/2025,25097.0,Unnati Chaudhari,Muthukumar,359500.73
SRO/TN/96029,RS/728/5B,18/01/2023,34433.39,Ekaja Jani,Saravanan,0.0
SRO/TN/28236,SF/746/4C,28/07/2026,51022.61,Dhriti Sachdev,Ilangovan,1086595.23
SRO/TN/67019,SF/746/4C,23/08/2026,51022.61,Ilangovan,Timothy Dhingra,1479351.14
SRO/TN/32575,T-56/1D,23/01/2024,82564.6,Advika Sahni,Selvam,149400007.71
SRO/TN/95092,RS/235/4C,19/06/2024,30616.3,Michael Hayre,Chandra,532192.4
SRO/TN/89393,T-958/5B,28/10/2021,33362.17,Victor Raghavan,Sushila,752437.84
SRO/TN/71098,RS/537/9,18/07/2023,16994.8,Xalak Nazareth,Anbazhagan,27424515.0
SRO/TN/83979,RS/537/9,29/07/2023,16994.8,Anbazhagan,Vrinda Swaminathan,32998784.1
SRO/TN/58228,SF/1/9D,04/01/2025,15483.01,Om Pandey,Thangaraj,252145.82
SRO/TN/17348,RS/10/7D,14/01/2024,76495.38,Logan Suresh,Karuppaswamy,1049143.3
SRO/TN/12143,SF/733/7D,09/04/2025,113653.01,Daniel Viswanathan,Subramani,2346946.82
SRO/TN/22709,RS/292/9D,28/10/2022,35224.32,Falan Bava,Ramaswamy,636557.56
SRO/TN/69844,T-638/8,13/03/2025,75724.04,Nitara Devan,Ponnammal,765030.3
SRO/TN/95474,RS/745/1,08/09/2022,57344.25,Ekansh Dora,Dinesh,0.0
SRO/TN/48346,T-811/1,24/01/2024,25929.8,Tejas Tiwari,Karuppasamy,486998.76
SRO/TN/71177,RS/837/7D,10/08/2025,49528.15,Kashvi Bhasin,Vadivel,3216655.32
SRO/TN/52455,SF/472/2B,19/06/2026,127752.75,Vinaya Babu,Palani,74548305.21
SRO/TN/31316,SF/885/4,24/08/2024,43641.48,Nisha Arora,Kumar,974671.23
SRO/TN/78004,RS/705/3,07/11/2022,158969.89,Anvi Wason,Veluchami,2075176.44
SRO/TN/31922,SF/129/8,12/04/2022,11031.6,Anay Thakkar,Anbazhagan,111275.57
SRO/TN/22169,RS/742/3,05/08/2024,55572.51,Praneel Chhabra,Arun,485530.07
SRO/TN/67029,RS/332/8,27/08/2023,36987.99,Manthan Khosla,Arun,321307.19
SRO/TN/85105,T-376/8,19/03/2025,29350.57,Zayyan Pandya,Marimuthu,0.0
SRO/TN/54618,RS/195/9C,19/08/2023,38609.03,Mekhala Brar,Sanmugam,32011903.71
SRO/TN/83505,SF/45/3,15/12/2022,7164.56,Nidra Sharaf,Pandi,64258.46
SRO/TN/19162,T-719/5,02/10/2023,35476.95,Upkaar Mital,Nagarajan,606211.09
SRO/TN/89209,RS/814/1D,01/05/2024,44873.3,Azad Chander,Karuppasamy,939928.16
SRO/TN/33708,SF/198/9C,12/07/2024,147873.17,Ladli Purohit,Malathi,218249505.33
SRO/TN/30943,SF/171/3B,01/04/2024,29833.33,Daksh Andra,Selvam,511789.32
SRO/TN/23037,RS/624/4B,26/08/2022,21052.68,Fitan Tata,Jeyaram,247001.54
SRO/TN/74004,SF/531/3,24/04/2023,23387.69,Garima Chandran,Marimuthu,482148.89
SRO/TN/83095,T-585/3,31/10/2023,101155.9,Victor Kakar,Suresh,2216883.68
SRO/TN/98638,SF/585/7B,26/12/2024,66117.58,Anika Batra,Saravannan,680725.3
SRO/TN/19076,T-391/2D,30/07/2022,25897.3,Avni Bali,Tamilselvan,46272042.2
SRO/TN/68921,T-797/7,23/08/2026,57657.8,Divya Babu,Pandi,2057702.84
SRO/TN/63474,T-403/8D,21/11/2022,40710.68,Maanas Rao,Saravannan,309459.74
SRO/TN/99114,T-764/1B,25/12/2023,91717.9,Chandani Gaba,Kannan,1178409.54
SRO/TN/53864,T-631/9,11/08/2025,77014.63,Lopa Zachariah,Kamakshi,1659850.4
SRO/TN/38660,T-672/1D,10/10/2024,227820.96,Leena Dey,Pandi,4938244.05
SRO/TN/51201,SF/972/3D,03/05/2026,122848.61,Xiti Pal,Raajaa,1900741.87
SRO/TN/20896,T-769/5B,07/08/2023,35388.8,Guneet Sarkar,Ayyanar,762932.41
SRO/TN/29842,SF/809/5,01/02/2025,109909.86,Faqid Oak,Annamma,3530215.06
SRO/TN/23129,T-727/2,25/07/2024,69138.9,Eta Balan,Shanmugam,1426986.92
SRO/TN/26403,SF/254/9,31/07/2026,67249.08,Shravya Swaminathan,Subramani,1506037.89
SRO/TN/90350,RS/832/1C,15/11/2023,128730.86,Ishani Prashad,Anbazhagan,2238987.6
SRO/TN/57052,T-894/4A,05/11/2022,244911.66,Quincy Rai,Suresh,0.0
SRO/TN/11011,T-932/3A,10/09/2022,191616.47,Chakrika Koshy,Vadivellu,0.0
SRO/TN/66294,RS/902/7A,21/05/2022,48796.2,Fitan Loyal,Bala,492509.75
SRO/TN/21835,SF/190/1D,09/02/2026,72583.13,Lajita Dube,Raja,529651619.56
SRO/TN/26460,SF/705/8,26/08/2024,113335.9,Edhitha Patel,Saravanan,699200.4
SRO/TN/45106,SF/232/1A,10/10/2025,205292.01,Gavin Ahluwalia,Karuppasamy,221332918.83
SRO/TN/83523,SF/950/8D,08/05/2026,71980.46,Sai Parsa,Arun,979204.54
SRO/TN/56319,T-609/9B,25/06/2022,69214.57,Harsh Deo,Murugan,0.0
SRO/TN/82140,T-551/7C,21/04/2025,36506.84,Rachit Sankar,Murugan,674490.34
SRO/TN/86039,T-926/3A,26/10/2022,27996.8,Yauvani Reddy,Marimutthu,34454400.4
SRO/TN/54382,RS/462/1,23/05/2024,189087.82,Atharv Chakraborty,Vadivel,246640789.45
SRO/TN/91229,RS/462/1,05/07/2024,189087.82,Vadivel,Girik Nair,323968667.27
SRO/TN/30783,SF/117/8C,29/12/2025,280789.36,Advik Manne,Kalaivani,0.0
SRO/TN/68997,T-884/3,22/06/2023,110439.77,Lipika Chad,Kumar,1609967.67
SRO/TN/23001,SF/921/3,29/08/2025,201755.85,Omkaar Rai,Marimuthu,138637289.06
SRO/TN/33155,SF/223/8A,04/12/2023,129086.61,Liam Luthra,Raaman,1453248.56
SRO/TN/90565,SF/51/3,08/02/2022,46238.7,Amrita Tailor,Ramasamy,991023.86
SRO/TN/93245,SF/112/7,26/03/2026,130765.02,Dev Ganesh,Balasubramanian,1581604.44
SRO/TN/50641,SF/787/5,06/07/2026,328425.53,Anya Sama,Subramanee,473973541.91
SRO/TN/10813,T-881/5,06/01/2026,61493.62,Veda Bose,Dinesh,1515362.1
SRO/TN/10547,SF/496/5A,20/09/2023,319183.65,Zayan Koshy,Padma,422845864.58
SRO/TN/53479,SF/2/2,15/01/2025,17625.13,Rohan Shankar,Kannen,383520.14
SRO/TN/86527,RS/574/4,18/10/2024,182114.96,Krishna Modi,Thangaraj,259388561.32
SRO/TN/17408,SF/703/6,19/08/2026,104865.25,Meghana Natarajan,Subramani,2051297.92
SRO/TN/42243,SF/494/3C,30/01/2023,81217.72,Forum Sarraf,Gopi,0.0
SRO/TN/53954,T-743/6B,10/01/2025,99609.24,Qushi Deshpande,Siva,0.0
SRO/TN/54404,T-548/3B,19/07/2024,14801.98,Ekani Iyer,Jeyaram,22416363.47
SRO/TN/90330,RS/463/5,07/05/2025,81512.97,Dipta Goel,Baala,735754.94
SRO/TN/48436,RS/927/9,26/07/2026,121417.65,Eiravati Manne,Parvathi,2479389.78
SRO/TN/29918,T-693/3,18/02/2026,300652.52,Xavier Nanda,Raja,539497263.21
SRO/TN/41913,SF/342/8,18/05/2023,61197.08,Avni Ramaswamy,Saraswathi,64844791.68
SRO/TN/68731,SF/198/5,20/11/2024,54655.32,Ishaan Iyengar,Anbalagan,87692609.86
SRO/TN/67059,T-527/2,13/03/2023,49019.98,Avi Shenoy,Paandi,60995148.06
SRO/TN/31479,T-52/2A,15/01/2024,186350.99,Raksha Manne,Tamilselvan,3343046.95
SRO/TN/99133,RS/838/4C,14/12/2024,105226.7,Nilima Tata,Marimuthu,3309932.18
SRO/TN/25430,RS/238/4,18/01/2024,60765.98,Chavvi Khurana,Tamizhelvan,987272.49
SRO/TN/38911,RS/500/1,01/11/2024,144671.23,Mitesh Sampath,Gopi,0.0
SRO/TN/97870,SF/416/2,07/11/2023,85711.21,Ethan Sen,Balasubramanian,1790594.68
SRO/TN/99737,SF/998/8A,11/08/2023,214879.74,Nandini Warrior,Pazhani,4072380.06
SRO/TN/86923,T-242/3C,07/08/2023,31313.8,Balhaar Parsa,Tamilselvan,25498333.15
SRO/TN/12661,SF/613/2C,27/05/2024,102432.39,Ikbal Kothari,Jayalakshmi,198556838.41
SRO/TN/41500,T-925/1D,28/11/2025,55083.29,Ojas Basu,Mani,412825.39
SRO/TN/82249,RS/584/5A,05/12/2024,16658.75,Garima Sani,Aroon,212997.4
SRO/TN/50480,RS/64/6B,09/12/2025,55812.54,Advaith Chaudhari,Chinnasamy,0.0
SRO/TN/78124,T-217/3A,25/03/2024,29288.68,Tristan Uppal,Rajeswari,669503.31
SRO/TN/22483,SF/138/1,19/11/2022,21991.29,Sanaya Prasad,Dhinesh,0.0
SRO/TN/23102,T-619/7B,09/04/2022,61265.64,Ubika Tella,Kannan,0.0
SRO/TN/63061,T-511/4C,07/08/2026,102729.37,Hemani Bakshi,Venkata,1882698.91
SRO/TN/79850,SF/595/8C,04/08/2024,76293.34,Henry Merchant,Tamilselvan,849697.18
SRO/TN/89808,T-760/2C,11/01/2024,20713.3,Frederick D’Alia,Suresh,421368.22
SRO/TN/26936,RS/588/6A,07/11/2023,33775.18,Ijaya Muni,Raman,527445.61
SRO/TN/28032,T-267/1C,06/08/2022,53791.19,Tamanna Jhaveri,Balasubramanian,1208054.14
SRO/TN/19800,RS/282/5,09/04/2023,88917.78,Ijaya Soni,Ramasamy,1591180.62
SRO/TN/62615,T-883/1,15/03/2022,31121.88,Raksha Sethi,Shanmugam,0.0
SRO/TN/63464,SF/592/6,24/09/2025,41996.54,Ekalinga Mital,Thangaraj,528961.1
SRO/TN/81552,T-240/7C,22/06/2022,19577.81,Ishwar Bajaj,Mahesh,112428.07
SRO/TN/50691,SF/940/9C,21/06/2026,15037.28,Ikbal Gala,Manimegalai,258255.18
SRO/TN/47802,T-768/4C,28/01/2024,83322.81,Zaitra Ghosh,Suresh,1675754.88
SRO/TN/59682,T-107/8,25/02/2026,125462.94,Ganga Sandhu,Bala,1420985.99
SRO/TN/38125,SF/974/2C,12/01/2022,47436.29,Vincent Ravel,Jayalakshmi,808456.58
SRO/TN/67810,SF/713/3,11/08/2025,83374.26,Quincy Sankaran,Kalaiarasan,639813.98
SRO/TN/61384,RS/264/3D,28/11/2022,59648.37,Ayush Hora,Periyasamy,797419.7
SRO/TN/62478,SF/504/4B,04/03/2024,19971.12,Pushti Ramachandran,Vasantha,455803.62
SRO/TN/86583,T-266/2,18/03/2024,55054.33,Tanish Jha,Ramasamy,1128636.14
SRO/TN/27811,SF/681/7,29/08/2026,139825.43,Dev Chaudry,Raja,2034701.92
SRO/TN/49394,T-800/2B,24/05/2024,26509.23,Jasmit Nanda,Karuppasamy,466533.84
SRO/TN/76048,T-93/6B,10/02/2023,160106.55,Tanvi Comar,Seetha,233778303.15
SRO/TN/60299,T-400/2C,14/01/2025,6104.85,Vrishti Wable,Arun,0.0
SRO/TN/90197,T-245/8A,02/09/2022,79355.99,Lipika Ramanathan,Murugan,0.0
SRO/TN/64197,SF/348/1,27/07/2026,40022.55,Ijaya Pandey,Marimutthu,563599.43
SRO/TN/22495,SF/948/2,18/06/2023,35582.98,Orinder Mishra,Muthukumar,522806.52
SRO/TN/69757,T-66/2,03/10/2025,44793.75,Krish Munshi,Pazhani,868418.42
SRO/TN/27219,SF/783/1B,16/11/2024,6527.12,William Mody,Veluchami,215448.76
SRO/TN/18565,T-628/7D,19/02/2026,34277.75,Qadim Prakash,Shanmugam,329359.39
SRO/TN/42657,RS/711/8C,26/01/2025,63835.85,Yasti Rama,Kalairasan,992659.87
SRO/TN/84310,T-185/8B,20/06/2026,138819.54,Lakshit Rajagopal,Venkat,682452.52
SRO/TN/14345,SF/634/6D,11/09/2023,23894.89,Quincy Sur,Sumati,31968542.13
SRO/TN/75405,RS/181/3C,02/01/2024,19668.98,Ojas Suri,Suresh,919013.27
SRO/TN/24976,RS/45/2C,19/06/2022,26264.67,Logan Grover,Ramasamy,304556.69
SRO/TN/63961,RS/607/6A,13/08/2022,95381.39,Shravya Bera,Vellu,2731182.02
SRO/TN/99825,SF/483/8,09/06/2025,46892.72,Aditya Sundaram,Selvam,434627.63
SRO/TN/23870,T-368/5,25/07/2025,28242.97,Robert Rajagopalan,Kannan,0.0
SRO/TN/29121,RS/226/5B,13/09/2025,65633.53,Nilima Swamy,Ponnammal,1647163.52
SRO/TN/96800,RS/15/7C,04/02/2024,35562.85,Sachi Suresh,Subramani,0.0
SRO/TN/28030,RS/46/1A,04/09/2026,94525.66,Fitan Balasubramanian,Raajaa,917200.84
SRO/TN/29500,SF/572/1C,17/05/2025,24750.3,Brinda Bali,Chelvam,556328.74
SRO/TN/33517,RS/166/8D,07/12/2022,97091.99,Umang Yogi,Mani,922094.55
SRO/TN/39239,RS/642/8C,21/03/2022,45414.08,Om Shankar,Kamala,0.0
SRO/TN/70934,SF/807/2B,28/03/2022,11960.31,Yasti Chowdhury,Murugan,98580.86
SRO/TN/77439,T-727/4,19/04/2026,42753.03,Amrita Peri,Siva,414608.16
SRO/TN/36593,SF/772/4,22/09/2022,34633.17,Ridhi Kamdar,Ilangovan,426617.63
SRO/TN/27786,T-850/2A,20/11/2023,26581.67,Harsh Kota,Mahalakshmi,46749717.69
SRO/TN/91940,SF/83/7,19/02/2024,81165.19,Bachittar Sengupta,Velu,587212.23
SRO/TN/54869,T-975/1,05/07/2025,93452.93,Ijaya Chahal,Karuppasamy,486399.29
SRO/TN/43771,SF/23/4D,29/08/2025,81541.49,Jacob Khalsa,Kalaiarasan,0.0
SRO/TN/41292,T-543/9A,05/12/2022,24207.47,Indali Sangha,Bala,549175.14
SRO/TN/22973,SF/152/6,08/02/2025,29298.37,Liam Jhaveri,Saravanan,0.0
SRO/TN/87237,SF/325/3A,02/01/2026,49552.26,Daniel Panchal,Venkat,0.0
SRO/TN/44004,T-999/3B,03/03/2024,98438.23,Om Naik,Jeyaram,787521.04
SRO/TN/66022,SF/994/9B,22/10/2025,29329.58,Bimala Loke,Muthukumaar,529174.01
SRO/TN/76935,T-747/8,10/03/2022,35708.16,Krishna Sabharwal,Tamizhelvan,763387.13
SRO/TN/57543,SF/457/6,07/03/2023,17851.93,Aradhana Date,Maheash,0.0
SRO/TN/19844,SF/457/6,21/04/2023,17851.93,Maheash,Zaid Dhingra,0.0
SRO/TN/50157,T-870/8C,10/03/2026,15500.88,Yug Ramaswamy,Suresh,188951.01
SRO/TN/23463,T-370/7,24/05/2026,72054.41,Lucky Luthra,Balasubramanian,1263634.79
SRO/TN/26204,T-90/4C,06/10/2021,133819.71,Keya Seth,Mahesh,1263389.59
SRO/TN/52682,SF/856/2,06/05/2024,47198.3,Girik Rau,Periyasamy,1031249.18
SRO/TN/58100,T-774/3,31/08/2022,85314.56,Jyoti Sha,Annamma,0.0
SRO/TN/46515,T-475/4,07/07/2023,57639.82,Falak Agate,Elangovan,601454.21
SRO/TN/65019,RS/184/8C,16/01/2025,23570.57,Tara Parmar,Pandi,362654.57
SRO/TN/60116,RS/580/7D,18/06/2023,47292.81,Mitali Kamdar,Balasubramanian,24714682.34
SRO/TN/45451,RS/900/3,02/12/2024,170921.37,Siddharth Talwar,Tamilselvan,0.0
SRO/TN/52039,SF/557/6D,24/04/2023,43846.85,Ekantika Mander,Dinesh,438509.11
SRO/TN/32138,RS/844/3,04/06/2023,132998.75,Kalpit Sundaram,Shanmugam,79052850.34
SRO/TN/54076,T-227/4D,17/10/2025,6232.41,Chanakya Batra,Kumar,10456439.43
SRO/TN/10648,SF/428/8,22/02/2022,79043.84,Tripti Babu,Subramani,0.0
SRO/TN/96785,T-782/6,28/04/2023,40346.22,Nakul Sastry,Kannen,617702.03
SRO/TN/90337,SF/215/3,02/12/2024,33498.87,Aadi Sangha,Raja,190286269.97
SRO/TN/10040,SF/813/9B,24/01/2026,44206.58,Kevin Mittal,Periyaswamy,509874.76
SRO/TN/85252,SF/602/4,18/04/2023,5968.26,Anusha Chander,Selvam,126476.67
SRO/TN/78968,SF/518/2,22/03/2023,36913.61,Zashil Butala,Ilangovan,570274.93
SRO/TN/65741,T-487/6C,14/11/2023,57773.51,Noah Ben,Kumar,2261723.14
SRO/TN/68139,SF/418/2D,28/10/2023,141799.31,Dalaja Kaur,Nagarajan,0.0
SRO/TN/69212,SF/336/8,12/06/2026,25741.44,Gavin Chandran,Dinesh,423977.32
SRO/TN/21277,SF/336/8,09/08/2026,25741.44,Dinesh,Tanay Sood,481295.85
SRO/TN/87627,RS/962/6,15/04/2026,19431.21,Kevin Kara,Saravanan,84273759.79
SRO/TN/90848,RS/712/2C,25/06/2024,30022.02,Aditya Anand,Manee,36720617.5
