doc_number,survey_number,registration_date,area_sqft,seller,buyer,sale_value
SRO/CH/23794,S22/E-282,28/05/2022,797.39,Fitan Sanghvi,Raj,88720312.24
SRO/CH/92280,S22/J-283,05/12/2021,412.04,Michael Vaidya,Anita,7315014.52
SRO/CH/13628,22/B-284,06/09/2022,350.8,Zaid Mand,Raajesh,5929234.84
SRO/CH/26163,22/B-285,16/07/2024,488.79,Adya Kota,Balveer,13551952.42
SRO/CH/70459,22/J-286,01/01/2024,740.23,Rushil Som,Harsimren,33710534.12
SRO/CH/11037,22/N-287,24/02/2026,505.37,Yadavi Golla,Neelam,11152830.21
SRO/CH/68452,S22/Q-288,24/10/2023,322.16,Manthan Karnik,Suresh,30641348.0
SRO/CH/44199,Sec-22/C-289,05/08/2026,4143.99,Kevin Rattan,Satinder,1240260532.17
SRO/CH/31093,S22/C-290,03/03/2024,7602.43,Anusha Handa,Ashoke,122773918.63
SRO/CH/41942,22/U-291,30/09/2023,4776.59,Pooja Badami,Vikram,28837540.53
SRO/CH/58191,22/K-292,17/05/2025,3236.6,Gavin Behl,Rajesh,266223763.17
SRO/CH/40511,22/U-293,03/05/2026,2037.07,Nikita Vohra,Surindar,31007791.49
SRO/CH/33729,22/S-294,30/05/2022,1457.0,Vihaan Kapadia,Vikram,93864496.06
SRO/CH/59367,S22/F-295,29/10/2021,6307.75,Pooja Srinivas,Balveer,477633120.14
SRO/CH/93904,S22/F-295,24/11/2021,6307.75,Balveer,Yashvi Sane,631093402.99
SRO/CH/98359,22/S-296,22/10/2023,6565.23,Daksha Choudhary,Ravneet,133515620.38
SRO/CH/26000,Sec-22/T-297,28/02/2022,1027.31,Januja Mand,Ranjeet,113428497.84
SRO/CH/20725,S22/M-298,05/06/2025,11201.78,Omya Koshy,Jagdish,192255031.77
SRO/CH/23379,S22/S-299,25/10/2025,5139.65,Champak Gopal,Jagdish,210012860.77
SRO/CH/58116,S22/D-300,25/01/2023,9969.85,Aadi Ben,Harlin,279188600.71
SRO/CH/34790,22/W-301,05/09/2024,1171.11,Simon Mangal,Harpreet,22322284.15
SRO/CH/26006,Sec-22/U-302,17/05/2026,1145.92,Ati Chaudhuri,Raj,14273827.58
SRO/CH/37422,Sec-22/W-303,17/01/2023,2846.62,Qasim Krishnan,Manjit,19104763.14
SRO/CH/53554,Sec-22/V-304,26/12/2022,5095.31,Januja Natt,Parmjit,70938731.4
SRO/CH/77570,Sec-22/S-305,12/10/2021,13618.16,Isaac Chatterjee,Sandeep,164546124.56
SRO/CH/34939,22/H-306,28/03/2024,5825.53,Kalpit Narula,Gurdeep,195453465.77
SRO/CH/29201,22/E-307,09/06/2023,2704.75,Janaki Wadhwa,Harsimran,30328897.38
SRO/CH/47768,Sec-22/R-308,07/12/2025,1480.36,Wazir Majumdar,Prakash,28936939.9
SRO/CH/78391,S22/W-309,20/07/2022,8606.81,Leena Chahal,Gurmeet,106943893.18
SRO/CH/56403,S22/W-310,25/08/2022,1676.37,Kalpit Dara,Harsimren,214306858.64
SRO/CH/63658,22/F-311,06/03/2026,12027.47,Rayaan Hans,Harpreet,145541520.81
SRO/CH/23434,Sec-22/N-312,29/06/2022,2776.76,Hardik Borde,Baljeet,116265786.98
SRO/CH/97116,22/Q-313,30/04/2026,11676.79,Charvi Som,Jaswinder,1044640844.83
SRO/CH/72696,S22/J-314,13/04/2024,5668.7,Mitesh Bassi,Gurmeet,92455464.42
SRO/CH/46602,22/J-315,22/12/2023,2900.23,Rehaan Sahota,Jagdish,182405703.43
SRO/CH/49248,S22/G-316,25/09/2022,2164.19,Idika Pau,Preeti,204593465.9
SRO/CH/84889,Sec-22/U-317,06/05/2024,2395.29,Jacob Sarin,Sukhvinder,167178112.23
SRO/CH/99244,22/H-318,06/10/2022,4706.19,Vasudha Saini,Harjeet,227746513.84
SRO/CH/71858,22/D-319,28/01/2026,3453.38,Ojas Mahal,Amandeep,70194889.69
SRO/CH/20631,Sec-22/R-320,24/08/2023,2052.78,Bimala Bath,Vikram,86014767.41
SRO/CH/85453,S22/W-321,15/03/2025,2152.03,Ranveer Rao,Sukhwinder,44593549.36
SRO/CH/87870,Sec-22/L-322,29/11/2022,4229.46,Yochana Borde,Arjun,84548414.11
SRO/CH/12322,22/K-323,06/05/2023,2560.73,Raksha Upadhyay,Karan,25174617.31
SRO/CH/76892,S22/W-324,23/03/2025,1684.55,Madhavi Rattan,Suresh,84357338.89
SRO/CH/90666,22/A-325,10/01/2025,1030.64,Samuel Gour,Gurmit,11410966.49
SRO/CH/18868,Sec-22/L-326,27/06/2023,682.54,Nathaniel Kamdar,Sukhwinder,5920458.52
SRO/CH/59735,S22/G-327,18/07/2026,3470.5,Yochana Shah,Gurprith,41987267.58
SRO/CH/21953,22/B-328,14/03/2024,3526.25,Chavvi Kannan,Gurpreet,64377197.23
SRO/CH/86425,S22/L-329,13/12/2024,481.15,Amrita Dani,Kuldip,6624493.99
SRO/CH/81010,22/H-330,01/12/2022,6039.19,Udarsh Bath,Satinder,65183028.64
SRO/CH/67988,Sec-22/P-331,22/05/2023,2755.02,Bishakha Baral,Karan,27887827.46
SRO/CH/35188,Sec-22/M-332,08/05/2025,5161.83,Arunima Deol,Jaswinder,35314728.26
SRO/CH/31076,S22/K-333,19/02/2023,597.4,Charan Kothari,Gurmeet,4854227.65
SRO/CH/15201,S22/C-334,11/02/2022,612.14,Jack Agarwal,Ranjeet,49052131.16
SRO/CH/69060,22/W-335,17/05/2022,1520.72,Jyoti Nair,Raj,11166825.0
SRO/CH/86735,S22/R-336,30/07/2022,2635.0,Aishani Deol,Jagdeesh,58300777.99
SRO/CH/22525,Sec-22/D-337,18/05/2023,6981.57,Chaitaly Nair,Suresh,363224220.08
SRO/CH/80556,S22/D-338,30/03/2026,3159.74,Advaith Parekh,Vikram,68645619.7
SRO/CH/80675,22/L-339,30/10/2022,1448.18,Ati Goda,Gurmeet,8762077.33
SRO/CH/36902,Sec-22/L-340,28/07/2026,721.83,Amol Yogi,Jagdish,7885349.84
SRO/CH/69445,S22/P-341,01/09/2022,4539.14,Lavanya Kurian,Paramjeet,43632646.41
SRO/CH/55534,Sec-22/E-342,05/12/2022,847.44,Riya Kannan,Jaswinder,45287086.61
SRO/CH/45720,Sec-22/D-343,14/02/2026,6105.5,Amruta Jani,Ashok,311717855.84
SRO/CH/33311,22/K-344,27/06/2024,1465.18,Nachiket Sehgal,Jasmeen,50646464.76
SRO/CH/73380,22/W-345,26/04/2026,6140.48,Radha Pillay,Surinder,65926033.82
SRO/CH/30763,Sec-22/K-346,10/06/2026,2913.03,Varenya Chander,Suresh,36289754.59
SRO/CH/71843,22/W-347,20/01/2025,1519.0,Pratyush Sharaf,Daljeet,55769121.61
SRO/CH/59205,S22/H-348,31/10/2024,1175.42,Patrick Gulati,Jasvinder,10761139.11
SRO/CH/70663,S22/H-348,17/11/2024,1175.42,Jasvinder,Pranit Manda,16088662.75
SRO/CH/56799,S22/D-349,27/12/2022,1352.05,Dayita Gaba,Mohan,56457960.4
SRO/CH/15622,22/U-350,24/11/2025,2445.56,Meera Guha,Lakhveer,22401034.02
SRO/CH/94604,22/W-351,03/04/2025,1830.72,Luke Bora,Satinder,21299389.12
SRO/CH/33034,22/W-351,07/05/2025,1830.72,Satinder,Yatan Sha,26489464.02
SRO/CH/24679,S22/U-352,20/04/2024,1108.79,Harish Vyas,Amrik,16027439.15
SRO/CH/20882,Sec-22/V-353,03/11/2021,763.81,Advik Chaudhry,Baljeet,55309162.03
SRO/CH/53342,Sec-22/Q-354,02/09/2024,1607.48,Leena Bail,Manjeet,13489596.12
SRO/CH/68357,Sec-22/M-355,30/04/2022,974.35,Agastya Bassi,Narinder,32807008.3
SRO/CH/37056,Sec-22/H-356,11/08/2023,630.66,Yuvraj Chacko,Jasvinder,6693890.36
SRO/CH/68854,22/C-357,26/11/2023,403.86,Luke Arya,Raaj,6987410.23
SRO/CH/88938,Sec-22/N-358,21/03/2025,285.57,Hitesh Nigam,Gurmeet,2730402.01
SRO/CH/76468,22/Q-359,25/07/2023,1286.93,Samaksh Dewan,Harprith,15234074.13
SRO/CH/55912,S22/U-360,10/01/2023,1343.55,Sachi Gade,Rawinder,22946668.85
SRO/CH/89031,S22/P-361,07/06/2023,170.5,Garima Srinivas,Surindar,18096914.22
SRO/CH/68695,Sec-22/T-362,23/02/2025,2242.23,Yagnesh Bhalla,Vikram,13218852.9
SRO/CH/73902,Sec-22/K-363,21/10/2024,994.37,Jatin Bail,Raajesh,54472462.45
SRO/CH/48978,S22/R-364,27/05/2026,1884.33,Harshil Minhas,Gurmeet,65263993.34
SRO/CH/66026,S22/S-365,23/10/2025,217.11,Yasti Sagar,Ranjeet,2427721.38
SRO/CH/60032,S22/A-366,21/06/2023,217.65,Aarav Kapur,Jagdish,1704081.52
SRO/CH/78884,22/E-367,29/09/2023,575.76,Utkarsh Sane,Raj,12662593.37
SRO/CH/88896,22/R-368,16/06/2025,906.11,Manan Pandit,Arjun,6456125.84
SRO/CH/83793,S22/F-369,02/10/2025,2734.25,Upkaar Rajagopalan,Jasleen,241328610.51
SRO/CH/86432,S22/G-370,20/11/2025,1150.77,Vyanjana Gara,Manjeet,14860015.76
SRO/CH/35598,22/U-371,08/08/2024,538.19,Udarsh Chaudry,Aman,10396181.42
SRO/CH/58448,22/V-372,03/12/2025,285.14,Ishanvi Bose,Manjeet,1638084.72
SRO/CH/54243,22/L-373,21/07/2023,1608.34,Jagat Patel,Kiran,9406933.56
SRO/CH/23069,22/F-374,06/04/2025,294.5,Caleb Dora,Suresh,16718347.87
SRO/CH/60563,22/A-375,19/03/2022,2159.78,Priya Wali,Taranjeet,21843065.04
SRO/CH/85711,Sec-22/F-376,26/11/2022,485.56,Pratyush Sandal,Jagtar,14182636.71
SRO/CH/17018,S22/V-377,28/02/2026,2330.71,Charvi Mangat,Surinder,21342725.02
SRO/CH/37822,22/C-378,16/01/2022,1063.47,Hemang Madan,Amreek,22076254.0
SRO/CH/60801,Sec-22/P-379,05/01/2026,583.4,Jyoti Lanka,Rajesh,5386617.87
SRO/CH/11712,Sec-22/B-380,09/10/2022,442.18,Aarnav Dixit,Aman,9722361.71
SRO/CH/83602,Sec-22/W-381,17/09/2022,519.79,Ekaja Divan,Harleen,40551634.36
SRO/CH/92054,Sec-22/W-381,15/10/2022,519.79,Harleen,Sanya Sridhar,53330245.41
SRO/CH/98299,Sec-22/V-382,18/11/2023,890.71,Isaiah Sane,Parkash,12276334.09
SRO/CH/80715,22/Q-383,03/07/2023,639.48,Maanav Chana,Amreek,5925844.48
SRO/CH/61649,Sec-22/G-384,13/03/2022,373.72,Joshua Gopal,Rajinder,8083650.64
SRO/CH/12585,Sec-22/W-385,30/09/2022,1888.42,Ira Nagar,Paramjeet,23548715.62
SRO/CH/22131,Sec-22/R-386,04/06/2024,3768.55,Panini Srivastava,Balveer,101765716.38
SRO/CH/85050,22/V-387,28/11/2023,2254.82,Gauri Devi,Arjun,42900213.48
SRO/CH/19664,S22/T-388,27/10/2025,1552.15,Leela Sahota,Kamaljit,25307666.94
SRO/CH/37785,Sec-22/W-389,17/06/2023,987.7,Waida Walia,Raj,18816388.95
SRO/CH/20535,Sec-22/D-390,14/02/2022,739.05,Leena Chacko,Rajinder,13718244.0
SRO/CH/56912,22/Q-391,14/04/2022,2952.75,Theodore Chahal,Daljeet,47358930.17
SRO/CH/78397,22/T-392,30/12/2024,3169.54,Janaki Agate,Gurmeet,288260671.46
SRO/CH/90312,Sec-22/C-393,08/05/2025,402.03,Anay Patil,Suresh,6577564.89
SRO/CH/48591,Sec-22/R-394,13/02/2024,5594.21,Kiaan Choudhary,Taranjeet,108500935.67
SRO/CH/85878,S22/Q-395,19/03/2023,2488.51,Ikshita Patel,Jagdish,25918867.37
SRO/CH/56312,Sec-22/K-396,23/11/2021,4765.5,Chaitaly Sharma,Kiran,106309625.8
SRO/CH/30444,Sec-22/K-397,03/02/2023,549.5,Oviya Kibe,Harjit,31943644.13
SRO/CH/24148,Sec-22/K-397,11/03/2023,549.5,Harjit,Udarsh Bhalla,35652262.2
SRO/CH/51254,Sec-22/V-398,13/08/2026,537.23,Jacob Dhar,Amandip,8047227.44
SRO/CH/77951,Sec-22/E-399,14/10/2022,1444.73,Atharv Samra,Daljeet,21764048.55
SRO/CH/35860,S22/C-400,05/06/2022,2201.43,Chatura Cherian,Ravinder,38413759.42
SRO/CH/83014,S22/D-401,12/05/2025,6554.25,Vansha Dugar,Gurdeep,111650980.48
SRO/CH/30545,22/L-402,10/11/2021,2688.71,Manan Pau,Vikram,146775140.64
SRO/CH/91501,S22/S-403,09/04/2023,1294.04,Farhan Konda,Amrik,16487315.28
SRO/CH/29020,22/C-404,19/03/2022,698.58,Advik Saha,Harprith,8944245.16
SRO/CH/53857,22/H-405,22/01/2024,4180.16,Qabil Singhal,Daljit,262700834.41
SRO/CH/90008,22/H-405,14/03/2024,4180.16,Daljit,Chandani Singhal,364159599.66
SRO/CH/36846,Sec-22/P-406,15/02/2024,765.53,Geetika Sawhney,Amandeep,10166361.63
SRO/CH/24996,S22/B-407,04/01/2023,5849.53,Bhavini Choudhry,Harpreet,94249239.99
SRO/CH/87308,S22/B-408,17/06/2022,1255.72,Darpan Balay,Balveer,25753610.76
SRO/CH/44253,22/U-409,27/05/2025,5468.71,Yahvi Dyal,Manjit,604451160.27
SRO/CH/18765,22/H-410,03/08/2023,2631.56,Meghana Sampath,Kuldeep,25775120.94
SRO/CH/21898,22/H-411,13/12/2023,1416.64,Aarna Thaker,Satinder,118035808.92
SRO/CH/90441,Sec-22/F-412,21/02/2026,1042.27,Utkarsh Sampath,Ravinder,95011263.96
SRO/CH/52048,22/B-413,23/09/2024,1128.06,Anita Chanda,Manjeet,20735595.33
SRO/CH/89426,Sec-22/R-414,08/11/2021,2217.04,Jeremiah Kakar,Aman,22017613.89
SRO/CH/35595,Sec-22/C-415,20/11/2021,1691.65,Daksh Kanda,Manpreet,32821075.89
SRO/CH/17513,22/V-416,15/12/2024,992.86,Qarin Brahmbhatt,Mandip,72093658.96
SRO/CH/30713,S22/F-417,27/05/2025,725.06,Vansha Munshi,Jasmeen,13215429.44
SRO/CH/78457,Sec-22/E-418,05/05/2024,1555.6,Lajita Gala,Sandeep,20834131.06
SRO/CH/62658,22/B-419,30/10/2025,896.96,Kamya Samra,Satindar,83684657.48
SRO/CH/75219,Sec-22/K-420,21/03/2026,604.61,Anamika Chopra,Taranjeet,8102407.31
SRO/CH/69840,S22/G-421,07/08/2022,377.92,Faras Patil,Gurpreet,5262436.63
SRO/CH/72435,S22/H-422,11/07/2024,261.56,Ayaan Khatri,Parmjit,5636653.34
SRO/CH/32531,S22/M-423,13/06/2026,1241.08,Nicholas Chhabra,Jaswinder,7290177.12
SRO/CH/80366,Sec-22/S-424,21/09/2025,1239.46,Siddharth Apte,Daljeet,13979031.96
SRO/CH/97430,22/K-425,26/01/2026,200.96,Raghav Jaggi,Aneeta,21989467.73
SRO/CH/91146,S22/A-426,29/08/2022,2258.27,Wridesh Luthra,Surjeet,68525767.19
SRO/CH/99779,22/P-427,11/07/2026,967.67,Chaitanya Sule,Lakhveer,46309365.89
SRO/CH/34013,22/P-428,05/03/2026,1691.22,Chanakya Murty,Mohan,20539464.46
SRO/CH/28483,22/W-429,13/03/2023,199.35,Dayamai Anand,Paramjeet,13254166.07
SRO/CH/70378,Sec-22/G-430,27/05/2022,203.11,Barkha Rao,Karan,4071882.79
SRO/CH/10169,22/T-431,20/10/2022,495.57,Divya Raman,Sukhwinder,8222260.15
SRO/CH/90882,Sec-22/D-432,08/08/2026,869.72,Kai Chatterjee,Surinder,96689313.89
SRO/CH/12348,S22/N-433,04/12/2023,2323.39,Nikita Thakur,Harpreet,61352122.42
SRO/CH/32546,Sec-22/K-434,07/03/2022,1030.21,Yadavi Doctor,Ravnit,10049600.8
SRO/CH/62267,S22/K-435,09/04/2023,484.48,Lavanya Sood,Simran,8745377.26
SRO/CH/98255,22/V-436,07/10/2023,243.8,Bina Edwin,Taranjeet,4810832.38
SRO/CH/87683,Sec-22/B-437,09/04/2025,1654.41,Ubika Brar,Raj,30590383.44
SRO/CH/59139,S22/M-438,26/03/2026,298.27,Vincent Kale,Sukhvinder,5164793.11
SRO/CH/18701,Sec-22/D-439,30/08/2023,2081.2,Naveen Thaker,Daljeet,41449261.92
SRO/CH/50267,22/G-440,02/07/2024,448.75,Sara Deep,Gurpreet,5716526.97
SRO/CH/87661,Sec-22/A-441,18/10/2025,1986.15,Bina Parsa,Davinder,26272382.04
SRO/CH/74187,22/H-442,01/04/2026,1045.71,Balveer Ram,Parkash,112144578.91
SRO/CH/84754,22/E-443,15/07/2026,591.58,Sathvik Borde,Kamaljeet,10135476.64
SRO/CH/44174,Sec-22/D-444,11/07/2023,436.05,Widisha Chatterjee,Satinder,20968357.43
SRO/CH/70059,22/R-445,30/07/2022,437.88,Luke More,Narinder,8514626.79
SRO/CH/48878,Sec-22/G-446,15/02/2026,812.24,Wishi Chandra,Amarjeet,5844570.51
SRO/CH/26975,S22/U-447,20/03/2024,644.0,Dipta Gara,Gurmeet,27601566.01
SRO/CH/75152,22/N-448,10/03/2022,390.62,Neel Bir,Amarjeet,4096986.09
SRO/CH/94986,22/M-449,27/02/2022,3919.57,Januja Pandit,Ravneet,87196445.39
SRO/CH/94386,22/B-450,15/04/2022,7324.3,Ekavir Gola,Surinder,621180741.54
SRO/CH/31762,Sec-22/K-451,07/04/2023,4486.82,Aarna Solanki,Vikram,63865698.56
SRO/CH/72012,22/Q-452,19/04/2024,3145.43,Riya Dey,Amaan,35549078.72
SRO/CH/93137,Sec-22/B-453,09/11/2022,2020.49,Vinaya Baral,Prakash,34630395.35
SRO/CH/90121,Sec-22/N-454,27/05/2025,1222.13,Bhavini Rattan,Sukhwinder,24939560.46
SRO/CH/16985,22/T-455,20/12/2024,6016.91,Kai Sastry,Prakash,59304847.98
SRO/CH/11521,Sec-22/D-456,10/02/2022,6562.43,Yauvani Murthy,Suresh,327172019.24
SRO/CH/84864,S22/H-457,14/05/2022,818.16,Fiyaz Sachdev,Taranjeet,10387962.85
SRO/CH/36775,Sec-22/D-458,01/02/2026,11180.89,Adya Basak,Gurpreet,64825036.66
SRO/CH/59191,Sec-22/D-458,29/03/2026,11180.89,Gurpreet,Yash Anand,88863713.41
SRO/CH/82761,22/C-459,07/01/2025,4856.35,Henry Mannan,Ashok,413530318.6
SRO/CH/36469,S22/P-460,26/06/2023,9869.31,Nathan Rastogi,Suresh,145535680.28
SRO/CH/34839,22/B-461,05/09/2026,1107.39,Udant Rama,Harleen,12848422.09
SRO/CH/90836,S22/D-462,08/07/2024,1108.79,Girik Palla,Karan,8068508.0
SRO/CH/76385,22/E-463,25/10/2022,2691.94,Upadhriti Warrior,Gurmeet,15696631.24
SRO/CH/24297,S22/N-464,31/12/2022,4505.88,Ikbal Chada,Karan,59644990.01
SRO/CH/74446,22/L-465,09/06/2025,13573.06,Hritik Ranganathan,Ashok,466575383.35
SRO/CH/29243,S22/T-466,07/05/2023,5633.83,Ryan Ratti,Prakash,290300455.81
SRO/CH/13420,Sec-22/A-467,05/03/2024,2669.66,Dhruv Nadig,Jagtar,551845054.64
SRO/CH/74393,Sec-22/A-467,25/03/2024,2669.66,Jagtar,Vedika Kala,669037633.69
SRO/CH/48590,S22/J-468,06/05/2025,1263.14,Ishwar Mallick,Ravinder,12875351.19
SRO/CH/71803,S22/V-469,06/01/2026,8415.86,Balvan Dugal,Prakash,79733241.38
SRO/CH/22147,S22/D-470,11/04/2022,1538.59,Madhav Kala,Amandeep,66272657.32
SRO/CH/21406,S22/J-471,13/03/2025,11296.93,Azad Rai,Arjun,379173501.87
SRO/CH/37754,Sec-22/S-472,30/07/2023,2218.12,Janaki Sani,Harjeet,47213723.89
SRO/CH/39231,Sec-22/G-473,18/07/2025,11280.35,Tanay Bhagat,Harjeet,217468828.75
SRO/CH/31185,22/W-474,15/04/2025,5402.08,Arin Sampath,Arjun,46542362.41
SRO/CH/49935,22/A-475,24/11/2025,2684.95,Zayyan Goda,Manpreet,41119862.21
SRO/CH/68554,S22/W-476,09/02/2023,2076.25,Lucky Biswas,Surinder,176172030.83
SRO/CH/40419,Sec-22/V-477,04/04/2024,2376.24,Nidhi Bumb,Rajesh,38288634.54
SRO/CH/65516,S22/U-478,05/04/2022,4612.98,Siya Saini,Sukhpreet,294756791.58
SRO/CH/53318,22/N-479,23/02/2023,3305.81,Aashi Gour,Jagtar,35720388.77
SRO/CH/93973,22/F-480,15/10/2025,1954.08,George Sangha,Harprith,47363916.06
SRO/CH/78770,22/W-481,09/04/2025,3948.41,Chameli Gala,Ashok,100337988.87
SRO/CH/17595,Sec-22/H-482,15/04/2022,7333.12,Ikshita Saini,Rajesh,120570392.74
SRO/CH/76665,22/L-483,03/01/2022,4451.52,Vaishnavi Wason,Mohan,85009390.14
SRO/CH/60889,Sec-22/B-484,17/04/2023,3035.53,Rajeshri Pant,Narinder,247854157.0
SRO/CH/86587,Sec-22/F-485,02/02/2024,1994.34,Advaith Issac,Narinder,81471721.56
SRO/CH/94594,Sec-22/K-486,19/10/2023,1359.37,Maanav Naik,Manprith,73294599.97
SRO/CH/10931,S22/Q-487,06/06/2025,5886.88,Akshay Dora,Mohan,70890609.48
SRO/CH/84217,22/G-488,12/01/2024,6317.98,Manbir Tata,Karun,142665816.48
SRO/CH/86871,22/Q-489,28/12/2022,705.36,Ishaan Ray,Karan,25783531.77
SRO/CH/47594,S22/A-490,01/04/2022,10960.66,Aarush Seshadri,Paramjeet,358712239.64
SRO/CH/80738,S22/E-491,30/07/2023,4616.21,Shivani Chatterjee,Balweer,27052621.51
SRO/CH/94301,Sec-22/S-492,08/10/2023,9397.1,Tejas Guha,Jasmine,867456252.43
SRO/CH/60387,Sec-22/F-493,23/10/2025,1085.75,Ojas Purohit,Davinder,22559896.12
SRO/CH/43827,22/F-494,19/08/2022,1053.46,Ijaya Kadakia,Amrik,9828922.77
SRO/CH/71404,22/F-494,01/09/2022,1053.46,Amrik,Akshay Prabhakar,14320679.72
SRO/CH/76214,Sec-22/A-495,07/11/2022,2655.88,Amol Mittal,Daljeet,63627838.72
SRO/CH/23131,Sec-22/E-496,23/09/2022,4681.65,Yadavi Dash,Jagtar,32253265.35
SRO/CH/44838,Sec-22/L-497,15/05/2025,12613.57,Tamanna Sachdev,Taranjeet,285727846.32
SRO/CH/69287,Sec-22/L-498,06/02/2024,5199.29,Indira Pandey,Ashok,80219862.64
SRO/CH/47398,S22/P-499,23/01/2026,2519.18,Gautami Comar,Aman,92262336.82
SRO/CH/95537,22/J-500,04/09/2026,1300.71,Tara Sangha,Surindar,119719540.11
SRO/CH/88330,S22/A-501,11/09/2026,8055.16,Peter Gaba,Vikram,496967536.97
SRO/CH/34989,S22/F-502,10/05/2024,1291.88,Lakshmi Mane,Anita,47864532.8
SRO/CH/26583,S22/P-503,07/03/2022,11516.08,Bhanumati Chaudhary,Aman,230315167.37
SRO/CH/68030,Sec-22/F-504,26/04/2025,2334.91,Hemang Chakraborty,Jagdeesh,38067134.59
SRO/CH/31823,S22/Q-505,30/01/2023,11060.66,Nisha Chawla,Manjit,238182663.74
SRO/CH/82696,22/F-506,02/06/2024,5316.18,Harish Sawhney,Gurmeet,88345309.17
SRO/CH/16182,22/F-507,15/05/2022,2755.45,Bimala Salvi,Kamaljit,54537900.03
SRO/CH/56054,Sec-22/H-508,24/06/2026,2172.48,Udant Sha,Jagtar,80256052.14
SRO/CH/66820,Sec-22/K-509,18/11/2021,2208.0,Ishwar Hayre,Harsimren,14274446.02
SRO/CH/51433,Sec-22/C-510,31/03/2023,4357.01,Jeet Panchal,Davinder,48932076.0
SRO/CH/72728,S22/L-511,26/04/2025,3312.16,Nitara Randhawa,Gurmit,84936612.14
SRO/CH/34402,S22/M-512,07/02/2026,1885.19,Kavya Kapur,Karan,12629386.88
SRO/CH/12527,Sec-22/B-513,30/07/2024,2596.15,Amrita Lalla,Suresh,69548411.92
SRO/CH/61519,Sec-22/H-514,22/08/2022,4914.9,Oeshi Khurana,Harleen,105766650.77
SRO/CH/93205,Sec-22/H-514,06/10/2022,4914.9,Harleen,Oeshi Bali,158530518.6
SRO/CH/39961,S22/L-515,09/02/2023,2844.25,Atharv Dube,Satinder,40726760.21
SRO/CH/97469,22/S-516,15/11/2025,1990.78,Zilmil Nadkarni,Mohan,143706999.83
SRO/CH/33856,S22/N-517,04/02/2024,1247.21,Onkar Sani,Sukhwinder,27038172.11
SRO/CH/61588,S22/V-518,19/01/2025,918.59,Mahika Hans,Simran,82050814.88
SRO/CH/17019,Sec-22/J-519,30/11/2024,3898.25,Charan Sanghvi,Ashoke,152754739.85
SRO/CH/62450,S22/D-520,30/06/2023,4068.86,Madhavi Ghose,Sandeep,176213720.85
SRO/CH/73044,22/S-521,20/03/2023,614.08,Eesha Varughese,Baljeet,62771683.34
SRO/CH/72515,22/R-522,23/05/2025,7100.3,Rajeshri Kashyap,Sandeep,266280651.42
SRO/CH/44659,22/B-523,30/11/2022,3272.98,Jonathan Thaman,Paramjeet,68060845.31
SRO/CH/87632,S22/D-524,21/06/2024,5991.72,Manya Lad,Arjun,111278915.31
SRO/CH/92972,22/S-525,10/08/2025,684.58,Ekantika Jani,Surjeet,68177454.54
SRO/CH/34593,22/S-525,28/08/2025,684.58,Surjeet,Girik Bal,98298037.39
SRO/CH/21692,Sec-22/C-526,30/05/2025,643.04,Advay Dua,Amrik,19714183.25
SRO/CH/14322,Sec-22/L-527,18/09/2022,1764.74,Farhan Raja,Harpreet,38959203.49
SRO/CH/71210,22/V-528,29/03/2022,2959.75,Kalpit Setty,Amrik,40267638.25
SRO/CH/51944,Sec-22/E-529,26/06/2026,8344.71,Rachit Khatri,Taranjeet,264193621.31
SRO/CH/58291,S22/M-530,19/03/2022,3570.39,Chameli Hari,Vikram,64561397.09
SRO/CH/71923,S22/R-531,07/11/2025,1708.88,Kritika Lad,Neelam,26398670.3
SRO/CH/25189,Sec-22/F-532,26/10/2025,988.99,Anvi Butala,Prakash,95613075.33
SRO/CH/40756,22/J-533,11/09/2026,5319.84,Arin Chauhan,Kiran,46656172.46
SRO/CH/92986,Sec-22/P-534,15/10/2024,763.91,Tripti Das,Rani,4662904.93
SRO/CH/88878,S22/U-535,09/08/2025,7563.79,Lucky Mandal,Paramjeet,95765834.36
SRO/CH/94363,22/E-536,23/07/2024,1525.57,Pranit Chander,Satinder,46804652.12
SRO/CH/54056,Sec-22/V-537,22/02/2024,7005.58,Warda Pathak,Taranjit,55150450.91
SRO/CH/49715,22/Q-538,08/07/2026,3435.73,Mahika Chaudhuri,Gurdeep,73756589.91
SRO/CH/59839,S22/H-539,11/06/2022,1824.05,Anthony Sachdev,Manjeet,75136892.32
SRO/CH/10350,Sec-22/H-540,05/10/2024,1330.85,Vidhi Bose,Narinder,28886627.97
SRO/CH/77384,Sec-22/S-541,30/10/2025,1526.0,Oni Prashad,Rajinder,21890677.85
SRO/CH/10056,S22/R-542,21/11/2024,2948.99,Shravya Dyal,Balwinder,33824781.18
SRO/CH/47495,S22/P-543,10/10/2025,2125.87,Chanchal Anne,Harjeet,83248433.08
SRO/CH/47205,22/U-544,21/12/2021,1245.49,Azad Dalal,Harpreet,21744553.71
SRO/CH/24492,22/J-545,10/10/2022,2144.6,Idika Sule,Taranjeet,30713433.98
SRO/CH/47144,22/Q-546,31/12/2023,4365.3,Nathan Vig,Ashok,37124942.46
SRO/CH/83262,22/T-547,31/10/2025,2550.83,Jairaj Hans,Baljeet,32663180.8
SRO/CH/43941,S22/C-548,02/11/2022,1840.63,Arin Vasa,Balveer,93955840.8
SRO/CH/57382,S22/C-548,02/12/2022,1840.63,Balveer,Tarak Patla,110237777.1
