property_id,survey_number,area_sq_m,owner_name,tax_due,last_paid,assessment_year
TAX-401-8788,22/W-351,225.61,Satindar,9256.55,2025-11-25,2026
TAX-401-7576,S22/U-352,103.01,Amreek,5683.32,2026-07-21,2026
TAX-401-9949,Sec-22/V-353,70.96,Baljit,67146.84,2026-08-05,2026
TAX-401-1379,,149.34,Manjit,7859.84,2026-03-26,2026
TAX-401-9217,Sec-22/M-355,90.52,Narindar,13252.83,2026-03-30,2026
TAX-401-8670,Sec-22/H-356,58.59,Jasvinder,1853.94,2026-08-30,2026
TAX-401-5241,22/C-357,37.52,Raaj,3940.7,2025-10-03,2026
TAX-401-3249,Sec-22/N-358,26.53,Gurmit,2033.68,2026-03-10,2026
TAX-401-7326,22/Q-359,119.56,Harprith,12432.48,2025-09-27,2026
TAX-401-6813,S22/U-360,124.82,Rawinder,13519.92,2026-07-07,2026
TAX-401-2538,S22/P-361,15.84,Surindar,13480.57,2026-05-24,2026
TAX-401-5985,Sec-22/T-362,208.31,Vickram,17137.38,2026-05-15,2026
TAX-401-7233,Sec-22/K-363,92.38,Raajesh,12121.26,2026-08-24,2026
TAX-401-5837,,175.06,Gurmit,96215.67,2026-09-01,2026
TAX-401-7181,S22/S-365,23.24,Ranjit,1819.49,2026-08-05,2026
TAX-401-8570,,20.22,Jagdeesh,1319.86,2026-05-06,2026
TAX-401-4267,22/E-367,53.49,Raaj,3948.68,2025-12-11,2026
TAX-401-2479,22/R-368,84.18,Arjoon,11652.79,2026-05-15,2026
TAX-401-5687,S22/F-369,254.02,Jaslin,41631.18,2026-02-05,2026
TAX-401-8082,S22/G-370,106.91,Manjit,16541.41,2026-04-28,2026
TAX-401-3682,22/U-371,50.0,Amaan,7031.57,2026-06-30,2026
TAX-401-4668,22/V-372,26.49,Manjit,1208.75,2026-05-07,2026
TAX-401-2181,22/L-373,149.42,Kiren,19815.24,2026-07-03,2026
TAX-401-1510,22/F-374,27.36,Sureesh,3339.77,2026-03-20,2026
TAX-401-2640,22/A-375,151.02,Taranjit,9318.91,2025-11-13,2026
TAX-401-2514,,45.11,Jagtaar,1146.08,2025-12-16,2026
TAX-401-9911,S22/V-377,216.53,Surindar,5516.64,2026-05-23,2026
TAX-401-5422,22/C-378,98.8,Amreek,8341.28,2026-05-10,2026
TAX-401-1079,Sec-22/P-379,54.2,Raajesh,3650.7,2025-12-25,2026
TAX-401-8643,,29.88,Amaan,687.61,2025-09-20,2026
TAX-401-2237,,48.29,Harlin,11502.98,2025-08-24,2026
TAX-401-7829,Sec-22/V-382,82.75,Parkash,3889.86,2026-09-18,2026
TAX-401-7548,,59.41,Amreek,5266.92,2025-11-07,2026
TAX-401-9399,Sec-22/G-384,34.72,Rajindar,4242.46,2026-02-16,2026
TAX-401-6784,Sec-22/W-385,175.44,Parmjit,25234.79,2026-09-20,2026
TAX-401-1035,Sec-22/R-386,350.11,Balweer,0.0,2026-06-27,2026
TAX-401-2869,22/V-387,209.48,Arjoon,17534.13,2025-09-23,2026
TAX-401-5698,S22/T-388,144.2,Kamaljit,9526.76,2025-09-05,2026
TAX-401-3800,Sec-22/W-389,115.8,Raaj,7020.35,2026-04-29,2026
TAX-401-6655,Sec-22/D-390,68.66,Rajindar,3780.35,2025-08-22,2026
TAX-401-7195,22/Q-391,274.32,Daljit,13146.96,2026-09-16,2026
TAX-401-6910,22/T-392,294.46,Gurmit,99802.76,2025-12-14,2026
TAX-401-3527,Sec-22/C-393,37.35,Sureesh,3983.43,2026-07-08,2026
TAX-401-4297,Sec-22/R-394,519.72,Taranjit,143627.01,2026-02-01,2026
TAX-401-5151,S22/Q-395,183.19,Jagdeesh,27034.91,2026-05-24,2026
TAX-401-1971,Sec-22/K-396,442.73,Kiren,0.0,2026-08-23,2026
TAX-401-3771,Sec-22/K-397,51.05,Harjit,2599.27,2025-08-29,2026
TAX-401-1258,Sec-22/V-398,49.91,Amandip,6696.04,2026-02-27,2026
TAX-401-6909,Sec-22/E-399,112.98,Daljit,4727.07,2026-04-10,2026
TAX-401-9825,S22/C-400,204.52,Rawinder,0.0,2025-12-07,2026
TAX-401-9362,S22/D-401,608.91,Gurdip,67275.57,2025-10-17,2026
TAX-401-1175,22/L-402,249.79,Vickram,248882.68,2026-03-24,2026
TAX-401-8219,S22/S-403,120.22,Amreek,0.0,2025-12-19,2026
TAX-401-7139,22/C-404,64.9,Harprith,3678.91,2026-06-29,2026
TAX-401-9785,22/H-405,388.35,Daljit,314438.99,2025-11-17,2026
TAX-401-1838,,71.12,Amandip,5110.59,2026-03-14,2026
TAX-401-1265,S22/B-407,543.44,Harprith,13101.23,2025-09-27,2026
TAX-401-9547,S22/B-408,116.66,Balweer,8436.08,2025-12-05,2026
TAX-401-7613,22/U-409,508.06,Manjit,401026.19,2025-12-31,2026
TAX-401-1143,,244.48,Kuldip,0.0,2026-01-03,2026
TAX-401-9619,22/H-411,131.61,Satindar,125173.67,2025-10-23,2026
TAX-401-6791,Sec-22/F-412,96.83,Rawinder,75214.06,2025-09-11,2026
TAX-401-3513,22/B-413,88.41,Manjit,2888.05,2026-01-06,2026
TAX-401-7953,Sec-22/R-414,205.97,Amaan,16452.51,2026-03-24,2026
TAX-401-8602,Sec-22/C-415,157.16,Manprith,22711.29,2026-02-08,2026
TAX-401-7608,22/V-416,113.37,Mandip,46485.2,2026-09-06,2026
TAX-401-7532,,67.36,Jasmine,3115.47,2026-05-16,2026
TAX-401-9911,Sec-22/E-418,144.52,Sandip,4828.88,2025-12-12,2026
TAX-401-8414,,83.33,Satindar,21909.3,2026-09-02,2026
TAX-401-6810,Sec-22/K-420,56.17,Taranjit,2674.48,2025-10-28,2026
TAX-401-9024,S22/G-421,35.11,Gurprith,3966.46,2025-10-21,2026
TAX-401-3345,S22/H-422,24.3,Parmjit,2098.56,2025-09-13,2026
TAX-401-2274,S22/M-423,115.3,Jasvinder,16274.82,2026-09-10,2026
TAX-401-4648,Sec-22/S-424,115.15,Daljit,2977.89,2026-08-31,2026
TAX-401-8021,22/K-425,18.67,Aneeta,3916.14,2025-11-28,2026
TAX-401-9232,S22/A-426,209.8,Surjit,12239.58,2025-09-22,2026
TAX-401-5193,22/P-427,89.9,Lakhweer,2100.96,2026-09-08,2026
TAX-401-5921,22/P-428,157.12,Mohun,10066.59,2026-09-14,2026
TAX-401-4984,22/W-429,18.52,Parmjit,10833.3,2026-03-16,2026
TAX-401-3794,Sec-22/G-430,18.87,Karun,2161.08,2026-01-28,2026
TAX-401-7091,22/T-431,46.04,Sukhvinder,6098.43,2025-09-24,2026
TAX-401-4600,Sec-22/D-432,80.8,Surindar,59696.59,2026-06-08,2026
TAX-401-9856,S22/N-433,215.85,Harprith,97647.08,2026-08-17,2026
TAX-401-6888,,95.71,Ravnit,11983.5,2026-03-26,2026
TAX-401-6543,S22/K-435,45.01,Simren,2921.71,2025-10-08,2026
TAX-401-2590,22/V-436,22.65,Taranjit,2992.96,2026-02-09,2026
TAX-401-7175,Sec-22/B-437,153.7,Raaj,16494.13,2026-06-04,2026
TAX-401-5824,S22/M-438,27.71,Sukhvinder,581.83,2026-08-15,2026
TAX-401-9189,Sec-22/D-439,257.01,Daljit,9968.62,2025-10-07,2026
TAX-401-9971,22/G-440,41.69,Gurprith,4032.2,2026-07-03,2026
TAX-401-3717,,184.52,Dawinder,9362.05,2026-07-11,2026
TAX-401-7926,22/H-442,97.15,Parkash,46689.86,2025-12-11,2026
TAX-401-7603,22/E-443,54.96,Kamaljit,5782.16,2026-02-15,2026
TAX-401-8843,Sec-22/D-444,40.51,Satindar,25381.49,2025-08-30,2026
TAX-401-1438,22/R-445,40.68,Narindar,5764.0,2026-02-27,2026
TAX-401-2389,Sec-22/G-446,75.46,Amarjit,2527.26,2025-12-06,2026
TAX-401-7580,S22/U-447,59.83,Gurmit,0.0,2026-02-04,2026
TAX-401-8301,22/N-448,36.29,Amarjit,4764.62,2026-06-01,2026
TAX-401-2430,22/M-449,364.14,Ravnit,32895.18,2026-07-23,2026
TAX-401-1345,22/B-450,680.45,Surindar,0.0,2026-09-20,2026
TAX-401-8249,Sec-22/K-451,416.84,Vickram,45793.99,2025-11-03,2026
TAX-401-9623,22/Q-452,292.22,Amaan,109993.32,2025-11-06,2026
TAX-401-5194,Sec-22/B-453,187.71,Parkash,8244.57,2025-09-04,2026
TAX-401-8456,Sec-22/N-454,113.54,Sukhvinder,7203.23,2026-03-26,2026
TAX-401-2001,22/T-455,558.99,Parkash,79124.09,2025-10-08,2026
TAX-401-7140,Sec-22/D-456,609.67,Sureesh,350865.88,2025-12-25,2026
TAX-401-2557,S22/H-457,76.01,Taranjit,9435.89,2026-07-09,2026
TAX-401-1644,Sec-22/D-458,1038.74,Gurprith,30695.47,2025-11-26,2026
TAX-401-5419,22/C-459,451.17,Ashoke,312908.43,2026-07-01,2026
TAX-401-5558,S22/P-460,1135.53,Sureesh,107765.2,2025-10-10,2026
TAX-401-2115,22/B-461,102.88,Harlin,4181.75,2026-04-15,2026
TAX-401-8296,S22/D-462,103.01,Karun,8692.62,2026-07-20,2026
TAX-401-9802,22/E-463,250.09,Gurmit,16544.09,2025-09-13,2026
TAX-401-7338,S22/N-464,418.61,Karun,59636.48,2026-07-30,2026
TAX-401-9999,22/L-465,1260.98,Ashoke,380599.26,2025-12-28,2026
TAX-401-6650,,433.62,Parkash,416962.9,2026-06-30,2026
TAX-401-1062,Sec-22/A-467,248.02,Jagtaar,108229.74,2026-03-28,2026
TAX-401-8572,S22/J-468,117.35,Rawinder,15736.16,2026-07-01,2026
TAX-401-9395,S22/V-469,781.86,Parkash,57537.02,2026-04-04,2026
TAX-401-3680,S22/D-470,142.94,Amandip,0.0,2025-09-28,2026
TAX-401-7336,S22/J-471,1049.52,Arjoon,511977.66,2026-09-19,2026
TAX-401-4393,Sec-22/S-472,206.07,Harjit,23657.83,2026-06-10,2026
TAX-401-7681,Sec-22/G-473,1047.98,Harjit,0.0,2025-08-25,2026
TAX-401-3677,22/W-474,501.87,Arjoon,10421.18,2025-09-27,2026
TAX-401-5532,22/A-475,249.44,Manprith,17552.54,2026-03-18,2026
TAX-401-7731,S22/W-476,192.89,Surindar,155677.12,2026-05-13,2026
TAX-401-9618,Sec-22/V-477,220.76,Raajesh,31158.23,2026-05-06,2026
TAX-401-8402,S22/U-478,428.56,Sukhprith,0.0,2026-03-07,2026
TAX-401-1352,22/N-479,307.12,Jagtaar,11064.61,2025-11-26,2026
TAX-401-7471,22/F-480,181.54,Harprith,0.0,2026-04-12,2026
TAX-401-9721,22/W-481,366.82,Ashoke,169729.74,2026-07-04,2026
TAX-401-6129,Sec-22/H-482,681.27,Raajesh,25269.88,2025-11-10,2026
TAX-401-6793,22/L-483,413.56,Mohun,8464.83,2025-12-23,2026
TAX-401-1152,Sec-22/B-484,282.01,Narindar,182857.74,2026-04-12,2026
TAX-401-3373,Sec-22/F-485,185.28,Narindar,151198.34,2026-05-16,2026
TAX-401-9689,Sec-22/K-486,126.29,Manprith,53932.91,2026-06-15,2026
TAX-401-8944,S22/Q-487,546.91,Mohun,34956.4,2026-09-09,2026
TAX-401-3866,22/G-488,586.96,Karun,155216.3,2025-10-29,2026
TAX-401-4196,22/Q-489,65.53,Karun,8426.72,2026-07-15,2026
TAX-401-2936,S22/A-490,1018.28,Parmjit,0.0,2025-08-20,2026
TAX-401-2942,S22/E-491,428.86,Balweer,35992.16,2026-06-30,2026
TAX-401-4966,Sec-22/S-492,873.02,Jasmine,92467.74,2026-06-08,2026
TAX-401-2130,Sec-22/F-493,100.87,Dawinder,2810.75,2026-03-05,2026
TAX-401-9504,22/F-494,97.87,Amreek,9478.37,2026-02-19,2026
TAX-401-2188,,246.74,Daljit,0.0,2026-03-27,2026
TAX-401-8336,Sec-22/E-496,434.94,Jagtaar,20768.67,2025-10-22,2026
TAX-401-9107,Sec-22/L-497,1171.84,Taranjit,817536.17,2026-03-10,2026
TAX-401-6668,Sec-22/L-498,483.03,Ashoke,61398.8,2026-01-03,2026
TAX-401-1347,S22/P-499,295.64,Amaan,209361.98,2025-09-08,2026
TAX-401-6707,,120.84,Surindar,100936.59,2025-10-23,2026
TAX-401-9051,S22/A-501,748.35,Vickram,0.0,2026-06-25,2026
TAX-401-7105,S22/F-502,120.02,Aneeta,51885.59,2026-08-23,2026
TAX-401-2596,S22/P-503,1069.88,Amaan,49955.79,2025-12-26,2026
TAX-401-4981,Sec-22/F-504,216.92,Jagdeesh,18234.09,2025-10-18,2026
TAX-401-4640,S22/Q-505,1027.57,Manjit,0.0,2026-07-27,2026
TAX-401-3756,22/F-506,493.89,Gurmit,13494.44,2026-08-27,2026
TAX-401-1226,22/F-507,255.99,Kamaljit,11463.49,2026-07-15,2026
TAX-401-7832,Sec-22/H-508,201.83,Jagtaar,154361.04,2026-03-22,2026
TAX-401-9843,Sec-22/K-509,205.13,Harsimren,19829.17,2026-06-18,2026
TAX-401-9519,Sec-22/C-510,327.09,Dawinder,47353.48,2025-08-30,2026
TAX-401-7253,S22/L-511,307.71,Gurmit,141539.79,2026-01-09,2026
TAX-401-7485,S22/M-512,175.14,Karun,25490.25,2026-09-19,2026
TAX-401-9504,Sec-22/B-513,241.19,Sureesh,20678.1,2025-11-04,2026
TAX-401-1599,Sec-22/H-514,456.61,Harlin,61783.46,2026-05-23,2026
TAX-401-1153,S22/L-515,264.24,Satindar,22413.02,2026-08-18,2026
TAX-401-5547,22/S-516,184.95,Mohun,115243.38,2026-05-16,2026
TAX-401-5996,S22/N-517,115.87,Sukhvinder,15456.99,2026-04-11,2026
TAX-401-3577,,85.34,Simren,0.0,2026-06-28,2026
TAX-401-1504,Sec-22/J-519,362.16,Ashoke,0.0,2026-03-07,2026
TAX-401-9698,S22/D-520,378.01,Sandip,25984.37,2025-10-29,2026
TAX-401-2178,22/S-521,57.05,Baljit,21271.14,2026-08-02,2026
TAX-401-9841,,659.64,Sandip,0.0,2026-05-09,2026
TAX-401-2011,,304.07,Parmjit,32898.32,2025-11-15,2026
TAX-401-6340,S22/D-524,556.65,Arjoon,32312.19,2026-01-26,2026
TAX-401-4314,22/S-525,63.6,Surjit,42915.81,2026-03-09,2026
TAX-401-9250,Sec-22/C-526,59.74,Amreek,8410.73,2026-03-19,2026
TAX-401-2530,Sec-22/L-527,163.95,Harprith,20883.38,2026-01-01,2026
TAX-401-6135,22/V-528,274.97,Amreek,38322.81,2026-02-09,2026
TAX-401-1881,Sec-22/E-529,775.25,Taranjit,646147.08,2025-11-08,2026
TAX-401-7334,S22/M-530,331.7,Vickram,7338.12,2026-05-13,2026
TAX-401-9347,S22/R-531,158.76,Nilam,15634.11,2026-03-27,2026
TAX-401-2931,Sec-22/F-532,91.88,Parkash,80287.26,2025-09-23,2026
TAX-401-7145,22/J-533,494.23,Kiren,12996.84,2025-12-23,2026
TAX-401-6603,Sec-22/P-534,70.97,Ranee,8754.92,2026-06-03,2026
TAX-401-6892,S22/U-535,702.7,Parmjit,49890.98,2026-07-10,2026
TAX-401-6715,22/E-536,141.73,Satindar,122693.88,2026-01-14,2026
TAX-401-9487,Sec-22/V-537,650.84,Taranjit,77003.53,2026-09-19,2026
TAX-401-7966,22/Q-538,319.19,Gurdip,47512.61,2026-07-03,2026
TAX-401-2500,S22/H-539,169.46,Manjit,0.0,2026-08-25,2026
TAX-401-3449,,123.64,Narindar,12314.81,2025-11-28,2026
TAX-401-3074,Sec-22/S-541,141.77,Rajindar,0.0,2025-09-28,2026
TAX-401-4916,S22/R-542,321.46,Balvindar,15681.76,2026-09-03,2026
TAX-401-5555,S22/P-543,243.38,Harjit,52215.55,2025-09-23,2026
TAX-401-8391,22/U-544,115.71,Harprith,8928.11,2026-03-18,2026
TAX-401-2486,22/J-545,199.24,Taranjit,4756.18,2025-11-23,2026
TAX-401-7734,22/Q-546,405.55,Ashoke,27408.39,2026-06-25,2026
TAX-401-7550,22/T-547,236.98,Baljit,27570.45,2026-07-02,2026
TAX-401-6347,S22/C-548,171.0,Balweer,41551.15,2026-01-25,2026
TAX-401-4732,Sec-22/P-549,102.93,Mohun,15255.28,2026-02-10,2026
TAX-401-1416,22/N-550,71.83,Mandip,6330.98,2026-02-07,2026
TAX-401-4135,Sec-22/J-551,298.94,Balweer,0.0,2025-10-12,2026
TAX-401-5302,S22/T-552,324.51,Parkash,141466.31,2026-01-13,2026
TAX-401-1299,S22/Q-553,61.39,Preeti,5433.62,2025-09-11,2026
TAX-401-4884,22/U-554,384.81,Rawinder,10942.73,2026-07-17,2026
TAX-401-1079,Sec-22/L-555,232.2,Ranjit,32454.27,2026-05-22,2026
TAX-401-8285,S22/T-556,475.37,Harjit,62075.98,2025-10-07,2026
TAX-401-5447,Sec-22/W-557,54.48,Dawinder,5835.35,2026-06-01,2026
TAX-401-4477,22/V-558,50.71,Surindar,2587.66,2026-07-03,2026
TAX-401-4460,22/F-559,156.68,Rawinder,74300.44,2026-04-05,2026
TAX-401-4287,22/G-560,243.29,Daljit,90441.57,2026-02-08,2026
TAX-401-6638,22/V-561,699.23,Ravnit,693695.73,2026-03-19,2026
TAX-401-5064,22/C-562,311.91,Sureesh,278111.11,2026-02-22,2026
TAX-401-5469,,128.79,Parkash,80744.62,2026-09-20,2026
TAX-401-3534,Sec-22/M-564,79.59,Baljit,4181.52,2025-12-16,2026
TAX-401-3915,22/S-565,431.4,Jasvinder,368687.61,2026-08-17,2026
TAX-401-9899,S22/L-566,67.07,Baljit,3602.73,2025-12-12,2026
TAX-401-9675,S22/G-567,610.28,Baljit,48062.66,2026-01-29,2026
TAX-401-4322,22/A-568,126.31,Manprith,15853.48,2025-11-05,2026
TAX-401-7688,22/C-569,579.04,Surindar,384810.94,2026-09-18,2026
TAX-401-8467,Sec-22/U-570,279.99,Narindar,38457.13,2025-12-25,2026
TAX-401-8471,,146.23,Surindar,11582.76,2026-07-07,2026
TAX-401-6743,22/F-572,110.49,Karun,11535.92,2026-09-17,2026
TAX-401-7630,22/Q-573,127.04,Arjoon,8660.64,2025-12-25,2026
TAX-401-6666,Sec-22/P-574,234.35,Amreek,11696.93,2026-08-12,2026
TAX-401-3965,22/M-575,170.54,Vickram,45259.67,2025-12-10,2026
TAX-401-7531,Sec-22/H-576,104.23,Amreek,40718.5,2026-06-17,2026
TAX-401-1632,,594.08,Sureesh,27317.41,2026-09-08,2026
TAX-401-6788,Sec-22/R-578,933.01,Satindar,37229.51,2025-10-14,2026
TAX-401-6279,Sec-22/C-579,585.47,Karun,57825.79,2026-03-25,2026
TAX-401-5211,Sec-22/T-580,492.0,Kuldip,67285.85,2026-03-28,2026
TAX-401-7803,S22/F-581,299.19,Baljit,15014.55,2025-09-25,2026
TAX-401-6297,S22/P-582,218.15,Sureesh,8290.33,2025-08-17,2026
TAX-401-1885,22/T-583,742.86,Sureesh,210164.62,2025-10-01,2026
TAX-401-1913,22/T-584,1028.84,Daljit,108801.48,2026-01-11,2026
TAX-401-5158,S22/N-585,177.74,Amaan,0.0,2026-01-26,2026
TAX-401-8743,S22/Q-586,1756.74,Jagtaar,455160.88,2026-05-24,2026
TAX-401-4109,22/J-587,788.58,Surindar,114108.69,2025-10-11,2026
TAX-401-7016,S22/M-588,1516.18,Rawinder,115326.76,2025-09-03,2026
TAX-401-8006,22/Q-589,172.43,Amreek,21621.02,2026-01-22,2026
TAX-401-7678,Sec-22/G-590,168.79,Karun,14810.51,2026-09-19,2026
TAX-401-2146,S22/K-591,452.99,Daljit,15729.77,2025-10-05,2026
TAX-401-2939,Sec-22/T-592,746.3,Jagdeesh,736456.66,2026-06-08,2026
TAX-401-5216,22/P-593,2001.62,Arjoon,283584.08,2026-02-16,2026
TAX-401-5772,Sec-22/Q-594,852.03,Navjoth,435925.49,2026-05-13,2026
TAX-401-3880,Sec-22/J-595,409.47,Harprith,0.0,2025-12-30,2026
TAX-401-1811,S22/U-596,219.48,Parmjit,16271.39,2026-06-09,2026
TAX-401-7892,22/H-597,1313.64,Kiren,938828.94,2026-02-07,2026
TAX-401-1832,22/G-598,235.22,Mandip,26408.35,2025-08-31,2026
TAX-401-5501,22/N-599,1794.06,Arjoon,139946.35,2026-03-28,2026
TAX-401-4136,Sec-22/M-600,390.47,Dawinder,29823.59,2026-02-20,2026
TAX-401-9386,Sec-22/K-601,1741.18,Jasvinder,71512.36,2026-09-06,2026
TAX-401-6074,S22/S-602,865.69,Harlin,0.0,2026-05-28,2026
TAX-401-6076,Sec-22/F-603,438.11,Mandip,427841.47,2025-09-21,2026
TAX-401-4850,,322.79,Harjit,33525.96,2026-08-11,2026
TAX-401-1035,S22/F-605,388.18,Gurmit,57599.24,2025-09-05,2026
TAX-401-7817,Sec-22/U-606,932.82,Raaj,194638.2,2026-06-21,2026
TAX-401-9001,S22/M-607,524.94,Vickram,25382.15,2026-08-04,2026
TAX-401-9146,S22/R-608,308.87,Amaan,39531.39,2025-09-02,2026
TAX-401-9454,,143.68,Harprith,42375.48,2026-04-11,2026
TAX-401-2767,S22/G-610,297.99,Lakhweer,155330.24,2026-06-05,2026
TAX-401-5213,S22/F-611,186.25,Ranjit,153607.45,2025-12-25,2026
TAX-401-9130,S22/K-612,122.69,Jasvinder,5149.27,2026-09-12,2026
TAX-401-7805,S22/N-613,75.43,Sureesh,19001.83,2026-05-16,2026
TAX-401-2904,Sec-22/G-614,47.02,Gurprith,5657.48,2026-01-29,2026
TAX-401-2243,22/C-615,244.54,Manprith,242446.16,2026-05-03,2026
TAX-401-8099,22/R-616,251.05,Raajesh,37498.1,2026-09-02,2026
TAX-401-8550,22/J-617,38.76,Daljit,5591.91,2025-09-21,2026
TAX-401-7360,S22/B-618,430.16,Surindar,23768.49,2025-10-23,2026
TAX-401-6949,S22/N-619,194.26,Arjoon,81251.77,2026-02-21,2026
TAX-401-4754,22/B-620,372.45,Baljit,148206.58,2026-08-15,2026
TAX-401-3758,22/B-621,42.46,Ravnit,5993.44,2026-09-10,2026
TAX-401-7952,S22/G-622,40.71,Parkash,1883.94,2025-12-19,2026
TAX-401-2996,22/T-623,113.83,Raaj,4632.76,2025-08-28,2026
TAX-401-3906,S22/T-624,131.85,Parkash,9590.6,2025-12-08,2026
TAX-401-7683,Sec-22/F-625,514.58,Raaj,0.0,2026-01-24,2026
TAX-401-3927,Sec-22/D-626,210.0,Lakhweer,0.0,2026-08-04,2026
TAX-401-1365,Sec-22/F-627,102.93,Ravnit,13669.07,2026-02-16,2026
TAX-401-9985,Sec-22/W-628,51.57,Parkash,0.0,2025-08-23,2026
TAX-401-2003,22/K-629,326.79,Vickram,41391.99,2026-05-10,2026
TAX-401-2615,Sec-22/H-630,57.3,Ashoke,5439.63,2026-01-25,2026
TAX-401-1498,Sec-22/K-631,434.71,Raajesh,51364.22,2025-11-21,2026
TAX-401-1598,S22/K-632,101.11,Sukhprith,27681.57,2025-09-04,2026
TAX-401-9324,22/G-633,353.05,Sukhvinder,52490.78,2025-10-27,2026
TAX-401-1508,Sec-22/J-634,214.46,Gurdip,20227.61,2026-05-09,2026
TAX-401-7398,Sec-22/J-635,113.48,Rawinder,2348.66,2025-10-26,2026
TAX-401-6375,Sec-22/A-636,82.52,Jagdeesh,17957.49,2026-05-26,2026
TAX-401-7355,S22/Q-637,93.1,Amreek,9569.28,2025-08-29,2026
TAX-401-2048,22/W-638,169.78,Harjit,127622.67,2026-05-29,2026
TAX-401-9912,S22/B-639,128.62,Jasvinder,4838.39,2026-09-01,2026
TAX-401-4009,22/R-640,75.36,Amaan,34262.03,2025-12-07,2026
TAX-401-6312,,57.48,Jagdeesh,6141.23,2026-03-05,2026
TAX-401-2873,22/M-642,116.5,Jagdeesh,9601.91,2026-05-15,2026
TAX-401-5907,22/D-643,72.61,Jaslin,2418.4,2025-11-24,2026
TAX-401-5687,,48.98,Baljit,48812.13,2026-06-28,2026
TAX-401-9466,22/V-645,30.91,Sukhvinder,3162.6,2025-09-13,2026
TAX-401-6365,22/U-646,19.49,Gurprith,1458.95,2026-07-11,2026
TAX-401-8826,S22/E-647,91.44,Satindar,0.0,2025-10-16,2026
TAX-401-9056,S22/R-648,99.62,Karun,14046.46,2025-11-17,2026
TAX-401-4351,S22/C-649,14.8,Harprith,961.52,2026-01-14,2026
TAX-401-7534,Sec-22/D-650,159.28,Ashoke,64039.34,2026-07-26,2026
TAX-401-8815,Sec-22/S-651,76.08,Jasvinder,8420.46,2026-02-24,2026
TAX-401-4457,S22/G-652,148.82,Gurmit,20977.71,2025-08-18,2026
TAX-401-8721,S22/R-653,16.54,Kuldip,0.0,2025-09-15,2026
TAX-401-4983,,16.42,Sukhvinder,2014.73,2026-06-27,2026
TAX-401-5677,S22/B-655,43.56,Surindar,2374.91,2026-04-27,2026
TAX-401-9616,,71.22,Parmjit,33916.19,2025-11-24,2026
TAX-401-7493,Sec-22/A-657,205.27,Sureesh,13461.99,2026-06-27,2026
TAX-401-7707,S22/S-658,89.18,Amaan,7888.79,2026-06-27,2026
TAX-401-9965,22/H-659,40.9,Rawinder,0.0,2026-06-14,2026
TAX-401-7529,22/B-660,19.12,Gurmit,17943.13,2026-08-25,2026
TAX-401-5224,S22/M-661,131.47,Amreek,13690.12,2026-05-07,2026
TAX-401-8338,Sec-22/M-662,21.15,Ashoke,1843.42,2025-11-22,2026
TAX-401-2359,22/F-663,168.54,Manprith,20523.59,2026-02-02,2026
TAX-401-6789,Sec-22/Q-664,38.65,Vickram,2141.25,2026-04-17,2026
TAX-401-3916,Sec-22/N-665,193.21,Vickram,105478.36,2025-12-23,2026
TAX-401-7284,22/G-666,104.6,Parkash,14695.88,2026-04-27,2026
TAX-401-7247,S22/P-667,55.8,Parmjit,27634.72,2026-09-10,2026
TAX-401-4892,Sec-22/N-668,31.27,Amreek,3828.14,2025-12-27,2026
TAX-401-6108,22/F-669,34.18,Rawinder,3230.45,2026-06-22,2026
TAX-401-8594,Sec-22/J-670,65.65,Harjit,7299.1,2026-03-28,2026
TAX-401-6553,S22/W-671,52.97,Manjit,2280.48,2025-09-30,2026
TAX-401-4579,,31.76,Jasvinder,4573.57,2026-06-08,2026
TAX-401-9643,,222.8,Lakhweer,13347.81,2025-12-23,2026
TAX-401-6223,22/M-674,419.37,Narindar,13061.37,2026-01-28,2026
TAX-401-4504,S22/V-675,240.64,Jagtaar,29570.1,2026-08-14,2026
TAX-401-3992,Sec-22/V-676,166.82,Taranjit,9382.3,2026-03-09,2026
TAX-401-2862,,102.01,Gurprith,8098.05,2025-08-29,2026
TAX-401-6240,22/P-678,73.12,Surjit,7695.49,2025-11-26,2026
TAX-401-6903,22/B-679,293.52,Preeti,37309.89,2026-05-06,2026
TAX-401-5886,22/T-680,386.75,Balvindar,48969.61,2026-06-03,2026
TAX-401-8235,Sec-22/N-681,46.85,Raaj,1495.96,2026-07-08,2026
TAX-401-8658,Sec-22/P-682,697.74,Taranjit,96047.25,2025-11-22,2026
TAX-401-4864,22/W-683,283.42,Rajindar,25638.58,2026-08-17,2026
TAX-401-6739,Sec-22/Q-684,553.31,Jaslin,28989.71,2026-05-18,2026
TAX-401-9554,S22/P-685,63.78,Narindar,52714.63,2026-03-21,2026
TAX-401-9663,S22/A-686,59.08,Rajindar,5008.08,2026-02-23,2026
TAX-401-2141,S22/U-687,156.56,Taranjit,154971.75,2026-01-09,2026
TAX-401-8968,S22/A-688,252.81,Ashoke,23933.89,2026-02-19,2026
TAX-401-7785,S22/P-689,720.42,Lakhweer,86562.22,2026-03-27,2026
TAX-401-3679,Sec-22/T-690,320.9,Rawinder,37156.77,2025-11-12,2026
TAX-401-6801,22/P-691,149.78,Amaan,0.0,2026-08-17,2026
TAX-401-5840,S22/S-692,75.01,Taranjit,6936.2,2026-07-13,2026
TAX-401-8496,Sec-22/L-693,431.38,Parkash,27252.56,2026-04-27,2026
